INC_PCT_LO,DEP_STAT_PCT_IND,DEP_INC_PCT_LO,IND_INC_PCT_LO,PAR_ED_PCT_1STGEN,INC_PCT_M1,INC_PCT_M2,INC_PCT_H1,INC_PCT_H2,DEP_INC_PCT_M1,DEP_INC_PCT_M2,DEP_INC_PCT_H1,DEP_INC_PCT_H2,IND_INC_PCT_M1,IND_INC_PCT_M2,IND_INC_PCT_H1,IND_INC_PCT_H2
0.8142857143,0.7952380952,0.6104651163,0.8667664671,0.6519685039,0.0952380952,0.05,0.025,0.0154761905,0.1686046512,0.0988372093,PrivacySuppressed,PrivacySuppressed,0.0763473054,0.0374251497,PrivacySuppressed,PrivacySuppressed
0.6535250464,0.4679962894,0.5344376635,0.7888999009,0.5607476636,0.1655844156,0.1168831169,0.0417439703,0.0222634508,0.2074978204,0.1534437663,PrivacySuppressed,PrivacySuppressed,0.117938553,0.0753221011,PrivacySuppressed,PrivacySuppressed
0.6680829793,0.5006248438,0.54004004,0.7958062906,0.5305696391,0.1742064484,0.1054736316,0.0309922519,0.0212446888,0.2382382382,0.1371371371,0.0495495495,0.035035035,0.1103344983,0.0738891663,0.0124812781,0.0074887668
0.6119854722,0.4845641646,0.4533176747,0.7807620237,0.5034209579,0.1849273608,0.1095641646,0.0599273608,0.0335956416,0.242513212,0.1573693482,0.0910158544,0.0557839107,0.1236727046,0.0587133042,0.0268582136,0.0099937539
0.3995294118,0.104,0.3482142857,0.8416289593,0.3743286788,0.1887058824,0.1769411765,0.1162352941,0.1185882353,0.2006302521,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0859728507,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.1556387141,0.0348698758,0.1320056398,0.8097560976,0.1876434245,0.0918523558,0.1389692125,0.1675455009,0.4459942167,0.0921748326,0.1418752203,PrivacySuppressed,PrivacySuppressed,0.0829268293,0.0585365854,PrivacySuppressed,PrivacySuppressed
0.409556314,0.2593856655,0.3087557604,0.6973684211,0.45,0.1604095563,0.1877133106,0.133105802,0.1092150171,PrivacySuppressed,0.202764977,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.1447368421,PrivacySuppressed,PrivacySuppressed
0.4846625767,0.3803680982,0.2871287129,0.8064516129,0.5673758865,0.2147239264,0.1226993865,0.1042944785,0.0736196319,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.3438077634,0.1090573013,0.2997925311,0.7033898305,0.4272634791,0.179297597,0.1663585952,0.1534195933,0.157116451,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.511221356,0.65816206,0.3489979267,0.5954773869,0.4867924528,0.1722182849,0.1450507914,0.0961493031,0.0753602646,0.1727712509,0.1686247408,0.1513476158,0.1582584658,0.171931084,0.1328068916,0.0674802584,0.032304379
0.1880621423,0.0429272281,0.1623237933,0.7619047619,0.1557939914,0.1083401472,0.1455437449,0.1892886345,0.3687653312,0.1072191371,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.1333333333,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.1499605367,0.0883977901,0.1038961039,0.625,0.1274671053,0.0789265983,0.1183898974,0.1562746646,0.4964483031,PrivacySuppressed,0.1142857143,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.1607142857,PrivacySuppressed,PrivacySuppressed
0.6972996516,0.56228223,0.5741293532,0.7931835786,0.5290731146,0.1707317073,0.0797038328,0.0391986063,0.0130662021,0.2139303483,0.1184079602,PrivacySuppressed,PrivacySuppressed,0.1371030209,0.0495739737,PrivacySuppressed,PrivacySuppressed
,,,,,,,,,,,,,,,,
0.5852534562,0.2695852535,0.4668769716,0.905982906,0.3696202532,0.1520737327,0.1313364055,0.0737327189,0.0576036866,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.2535360679,0.1287128713,0.1968344156,0.6373626374,0.1501845018,0.1071428571,0.1389674682,0.1538189533,0.3465346535,0.1002435065,0.1461038961,0.1651785714,0.3916396104,0.1538461538,0.0906593407,0.0769230769,0.0412087912
0.2160404624,0.0989884393,0.1788291901,0.5547445255,0.1577743902,0.1069364162,0.1502890173,0.161849711,0.3648843931,0.0938251804,0.1555733761,PrivacySuppressed,PrivacySuppressed,0.2262773723,0.102189781,PrivacySuppressed,PrivacySuppressed
0.404040404,0.1259469697,0.3463344168,0.8045112782,0.2374781086,0.1704545455,0.1647727273,0.1205808081,0.1401515152,0.1787648971,0.1816540267,PrivacySuppressed,PrivacySuppressed,0.1127819549,0.0476190476,PrivacySuppressed,PrivacySuppressed
0.7986425339,0.6862745098,0.6262019231,0.8774725275,0.6195266272,0.1266968326,0.0516591252,0.016214178,0.0067873303,0.2235576923,0.1021634615,PrivacySuppressed,PrivacySuppressed,0.0824175824,0.0285714286,PrivacySuppressed,PrivacySuppressed
0.7320481758,0.9070192071,0.6899546828,0.7363632844,0.5214854804,0.152076969,0.0731064995,0.0283015555,0.0144668001,0.1476586103,0.0857250755,0.0407854985,0.0358761329,0.1525299059,0.0718129379,0.0270217955,0.0122720762
0.6,0.5666666667,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.6206225681,0.3949416342,0.5321543408,0.7561576355,0.5521628499,0.1887159533,0.1089494163,0.046692607,0.0350194553,0.2138263666,0.1430868167,PrivacySuppressed,PrivacySuppressed,0.1502463054,0.0566502463,PrivacySuppressed,PrivacySuppressed
PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.6771978022,0.7019230769,0.3917050691,0.7984344423,0.4628378378,0.1401098901,0.0892857143,0.0549450549,0.0384615385,0.1705069124,0.1843317972,PrivacySuppressed,PrivacySuppressed,0.1272015656,0.0489236791,PrivacySuppressed,PrivacySuppressed
0.664893617,0.452887538,0.5402777778,0.8154362416,0.3699731903,0.1618541033,0.0828267477,0.047112462,0.0433130699,0.2041666667,0.1222222222,PrivacySuppressed,PrivacySuppressed,0.110738255,0.0352348993,PrivacySuppressed,PrivacySuppressed
0.8362369338,0.6341463415,0.7,0.9148351648,0.5555555556,0.1114982578,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.2095238095,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0549450549,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.4974874372,0.4221105528,0.3913043478,0.6428571429,0.3828571429,0.1306532663,0.2211055276,0.0904522613,0.0603015075,0.0869565217,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.1904761905,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.549161758,0.4327140915,0.5239616613,0.5821989529,0.4407608696,0.1821477118,0.1440869959,0.072043498,0.0525600362,0.1853035144,0.1477635783,0.0766773163,0.0662939297,0.1780104712,0.1392670157,0.0659685864,0.0345549738
,,,,,,,,,,,,,,,,
0.6317799847,0.0851795264,0.6096033403,0.869955157,0.4165919283,0.1825821238,0.0981665393,0.050802139,0.0366692131,PrivacySuppressed,0.1014613779,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0627802691,PrivacySuppressed,PrivacySuppressed
0.3752122241,0.1494057725,0.3313373253,0.625,0.2599277978,0.1511035654,0.1205432937,0.0967741935,0.2563667233,0.1497005988,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.1590909091,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.8434782609,0.747826087,PrivacySuppressed,PrivacySuppressed,0.6458333333,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.8448275862,0.7672413793,PrivacySuppressed,PrivacySuppressed,0.5520833333,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.6843114126,0.4856974344,0.5642201835,0.8114754098,0.4276923077,0.15084046,0.0967266293,0.0439398408,0.0241816573,0.1875,0.1376146789,0.067087156,0.0435779817,0.1120218579,0.0534304797,0.0194292653,0.0036429872
0.7213433021,0.4350035111,0.646512648,0.8185357516,0.4824177521,0.1672105415,0.0805485563,0.0213970011,0.009500599,0.2069747039,0.1038163474,0.0290247112,0.0136715894,0.1155635742,0.0503276042,0.011489887,0.004083183
0.715536105,0.8238512035,0.6645962733,0.7264276228,0.5179640719,0.1673960613,0.0765864333,PrivacySuppressed,PrivacySuppressed,0.1366459627,0.1304347826,PrivacySuppressed,PrivacySuppressed,0.1739707835,0.0650730412,PrivacySuppressed,PrivacySuppressed
0.7074340528,0.654676259,0.6388888889,0.7435897436,0.3101604278,0.1894484412,0.0695443645,PrivacySuppressed,PrivacySuppressed,0.2361111111,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.1648351648,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.6917776757,0.4435002297,0.6161782914,0.7866390471,0.5383373688,0.1639871383,0.0941662839,0.0326136886,0.0174552136,0.1890218737,0.1200990508,0.0482872472,0.0264135369,0.132573796,0.0616261005,0.0129466598,0.0062143967
0.3844121532,0.2338177015,0.2879310345,0.7005649718,0.3266761769,0.2047556143,0.179656539,0.1479524439,0.0832232497,0.2137931034,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.1751412429,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.4976393261,0.2690242548,0.4003292806,0.7620440468,0.3630376412,0.1747824477,0.1381225699,0.0948898352,0.0945658211,0.1908561297,0.1617274569,0.1201241135,0.1269630193,0.1311080523,0.0739848589,0.0263248451,0.0065381968
0.7760416667,0.5885416667,0.6835443038,0.8407079646,0.641025641,0.1666666667,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.7015306122,0.3801020408,0.6049382716,0.8590604027,0.4872563718,0.1849489796,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.2386831276,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.0973154362,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.3580246914,0.1316872428,PrivacySuppressed,PrivacySuppressed,0.2274678112,0.2057613169,0.2469135802,0.1069958848,0.0823045267,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.7865168539,0.5655430712,0.6379310345,0.9006622517,0.5660377358,0.1685393258,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.6579771901,0.4467978443,0.5466696874,0.7957924264,0.4348581355,0.1663115679,0.1060283244,0.0493796215,0.0203032962,0.2054825555,0.1411418215,0.0736293611,0.0330765745,0.1178120617,0.0625525947,0.0193548387,0.0044880785
0.7032266573,0.7719799543,0.5725853094,0.7418142475,0.4874431058,0.1410673466,0.0858097415,0.0443115878,0.0255846668,0.1773664932,0.1150954309,0.0788509736,0.0561017929,0.1303456523,0.0771596151,0.0341096748,0.0165708103
0.242542153,0.1517509728,0.1911314985,0.5299145299,0.197564276,0.1063553826,0.1608300908,0.1906614786,0.2996108949,0.0902140673,0.1620795107,PrivacySuppressed,PrivacySuppressed,0.1965811966,0.1538461538,PrivacySuppressed,PrivacySuppressed
0.6380182002,0.3460927344,0.5922244312,0.7245409015,0.5393277893,0.1798353315,0.1107901199,0.0479560884,0.02340026,0.1928429423,0.1252485089,0.0572122819,0.0324718357,0.1552587646,0.0834724541,0.0304674457,0.0062604341
0.6921944035,0.2268041237,0.6361904762,0.8831168831,0.4624573379,0.1782032401,0.0795287187,0.029455081,0.0206185567,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.4274699659,0.5693024924,0.2581182348,0.5555905512,0.3637071651,0.1897077282,0.1538461538,0.1052537206,0.1237224314,0.1236469609,0.1615320566,0.190674438,0.2660283097,0.2396850394,0.1480314961,0.0406299213,0.0160629921
0.5621319199,0.1410482921,0.5005142269,0.9373695198,0.3834126445,0.1969964664,0.1177856302,0.0727326266,0.0503533569,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.5393574687,0.3148597496,0.4363224253,0.7635635018,0.3966597077,0.1740269824,0.1254974279,0.0806561196,0.0804620014,0.1895452614,0.1527128488,0.1075223119,0.1138971526,0.1402589396,0.0662762022,0.0221948212,0.0077065351
0.6677938144,0.5223092784,0.5536947514,0.7721459024,0.4721633597,0.162556701,0.0954226804,0.0500618557,0.0241649485,0.1902624309,0.1293162983,0.0825276243,0.044198895,0.1372177483,0.0644244434,0.0203694931,0.0058424128
0.3420382166,0.1904458599,0.2533438238,0.7190635452,0.2898845893,0.1407643312,0.1636942675,0.149044586,0.2044585987,0.1369000787,0.1833202203,PrivacySuppressed,PrivacySuppressed,0.1571906355,0.0802675585,PrivacySuppressed,PrivacySuppressed
0.221875,0.03125,PrivacySuppressed,PrivacySuppressed,0.2265372168,0.159375,0.19375,0.2625,0.1625,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.752948886,0.7077326343,0.5896860987,0.8203703704,0.4984051037,0.127129751,0.0688073394,0.0321100917,0.0190039318,0.1793721973,0.1143497758,PrivacySuppressed,PrivacySuppressed,0.1055555556,0.05,PrivacySuppressed,PrivacySuppressed
0.7581047382,0.6359102244,0.6301369863,0.831372549,0.4823151125,0.1197007481,0.0798004988,0.0261845387,0.0162094763,0.1335616438,0.154109589,PrivacySuppressed,PrivacySuppressed,0.1117647059,0.037254902,PrivacySuppressed,PrivacySuppressed
0.7803867403,0.7196132597,0.6650246305,0.8253358925,0.5139372822,0.1229281768,0.0483425414,0.0290055249,0.0193370166,0.1625615764,0.0591133005,PrivacySuppressed,PrivacySuppressed,0.1074856046,0.0441458733,PrivacySuppressed,PrivacySuppressed
0.4729281768,0.5756906077,0.3932291667,0.5316698656,0.4022277228,0.1922651934,0.1602209945,0.1016574586,0.0729281768,0.203125,0.1848958333,0.1197916667,0.0989583333,0.1842610365,0.1420345489,0.0882917466,0.0537428023
0.5957910015,0.7203676826,0.3832179931,0.678307589,0.4546722455,0.1693275278,0.1044992743,0.0667634253,0.0636187712,0.1557093426,0.1418685121,0.134083045,0.1851211073,0.1746138348,0.0899932841,0.0406312962,0.016453996
0.7166666667,0.75,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.6159247798,0.3203403951,0.5498642851,0.756083968,0.4108569108,0.182456558,0.1090811711,0.0534991669,0.0390383242,0.1959548201,0.1302863147,0.0700464057,0.0538481744,0.1538175738,0.0640906558,0.0183912317,0.0076165707
0.6548117155,0.4225941423,0.5615942029,0.7821782178,0.4988452656,0.1569037657,0.089958159,0.0523012552,0.0460251046,0.1739130435,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.1336633663,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.6994708995,0.1301587302,PrivacySuppressed,PrivacySuppressed,0.4467532468,0.1693121693,0.0740740741,0.0380952381,0.019047619,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.8421461897,0.7576464489,0.764171123,0.8670886076,0.5614761815,0.0982374287,0.040305858,0.0137376879,0.0055728357,0.1256684492,0.0743315508,0.0245989305,0.0112299465,0.0894628806,0.0294218269,0.010263428,0.0037632569
0.7389162562,0.7536945813,0.52,0.8104575163,0.4325842697,0.1280788177,0.0591133005,PrivacySuppressed,PrivacySuppressed,0.24,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.091503268,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
0.2823426573,0.1818181818,0.2318376068,0.5096153846,0.2755681818,0.1582167832,0.1756993007,0.1590909091,0.2246503497,0.1335470085,0.1816239316,PrivacySuppressed,PrivacySuppressed,0.2692307692,0.1490384615,PrivacySuppressed,PrivacySuppressed
0.3730050603,0.1174581549,0.3183371926,0.7837613919,0.2883264463,0.1592059167,0.1530751265,0.1327364733,0.1819774231,0.1667217995,0.1648472819,0.1453302459,0.20476348,0.1027340514,0.0646230323,0.0381110191,0.0107705054
0.849599695,0.7291269539,0.7579169599,0.8836601307,0.5210084034,0.1006481128,0.0373617995,0.0091498284,0.0032405642,0.1569317382,0.0548909219,PrivacySuppressed,PrivacySuppressed,0.0797385621,0.0308496732,PrivacySuppressed,PrivacySuppressed
0.7837078652,0.8033707865,0.7857142857,0.7832167832,0.4615384615,0.1460674157,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
