UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_BLACKNH,UGDS_API,UGDS_AIANOLD,UGDS_HISPOLD,UG_NRA,UG_UNKN,UG_WHITENH,UG_BLACKNH,UG_API,UG_AIANOLD,UG_HISPOLD,UGDS_MEN,UGDS_WOMEN
15388.0,,0.7624,0.1049,0.0258,0.0095,0.0022,0.0008,0.0227,0.0628,0.0088,,,,,,,,,,,,,0.442,0.5579999999999999
1354.0,,0.4882,0.39,0.0318,0.0037,0.0096,0.0015,0.0155,0.003,0.0569,,,,,,,,,,,,,0.562,0.43799999999999994
61.0,,0.1148,0.8525,0.0164,0.0,0.0,0.0,0.0164,0.0,0.0,,,,,,,,,,,,,0.45899999999999996,0.541
259.0,,0.278,0.6911,0.0154,0.0077,0.0039,0.0,0.0039,0.0,0.0,,,,,,,,,,,,,0.3668,0.6332
63.0,,0.8571,0.0635,0.0317,0.0317,0.0,0.0,0.0159,0.0,0.0,,,,,,,,,,,,,0.0952,0.9048
19.0,,0.8421,0.1579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.2105,0.7895
78.0,,0.5128,0.4872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.5128,0.4872
1687.0,,0.2833,0.4908,0.0148,0.0047,0.0071,0.0006,0.0053,0.0006,0.1926,,,,,,,,,,,,,0.7018,0.2982
6710.0,,0.4499,0.4151,0.0718,0.0058,0.0098,0.0019,0.018000000000000002,0.0015,0.0261,,,,,,,,,,,,,0.3548,0.6452
20.0,,0.1,0.75,0.15,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.2,0.8
548.0,,0.6807,0.1533,0.0602,0.0347,0.0109,0.0018,0.0383,0.0201,0.0,,,,,,,,,,,,,0.4288,0.5712
42.0,,0.4762,0.2381,0.0,0.2857,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0476,0.9524
405.0,,0.3827,0.4198,0.1086,0.0494,0.0,0.0,0.0,0.0,0.0395,,,,,,,,,,,,,0.4198,0.5802
43.0,,0.4186,0.4884,0.0465,0.0233,0.0,0.0,0.0,0.0,0.0233,,,,,,,,,,,,,0.0465,0.9535
16074.0,,0.3284,0.4557,0.0868,0.0295,0.0044,0.0011,0.0233,0.0098,0.061,,,,,,,,,,,,,0.3284,0.6716
208.0,,0.375,0.3221,0.0048,0.0,0.0,0.0,0.0,0.0,0.2981,,,,,,,,,,,,,0.1346,0.8654
36.0,,0.4722,0.5278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0556,0.9444
83.0,,0.8313,0.0964,0.0361,0.0241,0.0,0.012,0.0,0.0,0.0,,,,,,,,,,,,,0.0482,0.9518
1200.0,,0.0033,0.9233,0.005,0.0,0.0,0.0,0.0075,0.0217,0.0392,,,,,,,,,,,,,0.2742,0.7258
1682.0,,0.3532,0.5119,0.0476,0.0256,0.0071,0.0018,0.0202,0.0024,0.0303,,,,,,,,,,,,,0.3751,0.6249
3520.0,,0.0148,0.9068,0.0094,0.002,0.0037,0.0006,0.0153,0.0392,0.0082,,,,,,,,,,,,,0.40399999999999997,0.596
52.0,,0.6731,0.2885,0.0,0.0385,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0
691.0,,0.5036,0.45299999999999996,0.0072,0.0087,0.0101,0.0,0.0159,0.0,0.0014,,,,,,,,,,,,,0.848,0.152
21.0,,0.4286,0.4762,0.0,0.0952,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.1429,0.8571
82.0,,0.5976,0.2073,0.1341,0.0122,0.0,0.0,0.0,0.0244,0.0244,,,,,,,,,,,,,0.0366,0.9634
911.0,,0.7398,0.1207,0.0604,0.0681,0.0055,0.0,0.0,0.0022,0.0033,,,,,,,,,,,,,0.1471,0.8529
2244.0,,0.7170000000000001,0.1702,0.0468,0.0125,0.0152,0.0,0.0281,0.0085,0.0018,,,,,,,,,,,,,0.2972,0.7028
24452.0,,0.7415,0.1145,0.0572,0.0384,0.0027,0.0011,0.0246,0.0175,0.0025,,,,,,,,,,,,,0.4883,0.5117
2406.0,,0.6663,0.2743,0.0191,0.0037,0.0083,0.0008,0.0154,0.0037,0.0083,,,,,,,,,,,,,0.276,0.7240000000000001
2640.0,,0.5917,0.2258,0.0409,0.0186,0.0064,0.0011,0.0352,0.0223,0.057999999999999996,,,,,,,,,,,,,0.4038,0.5962
210.0,,0.4619,0.5381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0619,0.9381
91.0,,0.9451,0.0549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.033,0.9670000000000001
38.0,,0.0,0.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.7368,,,,,,,,,,,,,0.0,1.0
957.0,,0.6614,0.2194,0.0261,0.0073,0.0063,0.001,0.0115,0.0533,0.0136,,,,,,,,,,,,,0.511,0.489
16.0,,0.375,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0
7272.0,,0.705,0.1432,0.0122,0.0099,0.0044,0.0014,0.0206,0.0364,0.0668,,,,,,,,,,,,,0.5732,0.4268
2734.0,,0.5095,0.1613,0.1595,0.0362,0.0066,0.0004,0.0439,0.0318,0.0508,,,,,,,,,,,,,0.4115,0.5885
6597.0,,0.7038,0.1851,0.0255,0.0153,0.0062,0.0009,0.0197,0.0426,0.0009,,,,,,,,,,,,,0.3858,0.6142
6742.0,,0.5531,0.1593,0.1023,0.0837,0.0039,0.0004,0.035,0.0363,0.026000000000000002,,,,,,,,,,,,,0.4982,0.5018
5513.0,,0.6739,0.201,0.0334,0.0118,0.0192,0.0007,0.0296,0.0178,0.0127,,,,,,,,,,,,,0.3829,0.6171
5799.0,,0.6284,0.2599,0.0235,0.0169,0.0034,0.0007,0.0226,0.025,0.0197,,,,,,,,,,,,,0.3499,0.6501
1827.0,,0.4477,0.4499,0.0443,0.0027,0.0148,0.0016,0.0137,0.0,0.0252,,,,,,,,,,,,,0.6097,0.3903
12.0,,0.6667,0.1667,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,,,,,,,,,,,,,1.0,0.0
6828.0,,0.5513,0.3011,0.0502,0.0066,0.0133,0.001,0.035,0.0105,0.0309,,,,,,,,,,,,,0.3147,0.6853
846.0,,0.5071,0.2459,0.0709,0.0461,0.0047,0.0,0.0201,0.0,0.1052,,,,,,,,,,,,,0.1348,0.8652
1551.0,,0.6718,0.2186,0.0438,0.0348,0.0071,0.0019,0.0,0.0,0.0219,,,,,,,,,,,,,0.1154,0.8846
16.0,,0.375,0.375,0.0,0.0625,0.0,0.0,0.0,0.0,0.1875,,,,,,,,,,,,,0.0625,0.9375
41.0,,0.0244,0.9756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0
35.0,,0.2571,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.6,,,,,,,,,,,,,0.0286,0.9714
75.0,,0.88,0.0533,0.0533,0.0133,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.04,0.96
1587.0,,0.6824,0.2735,0.0271,0.017,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0762,0.9238
126.0,,0.6587,0.0159,0.2222,0.0794,0.0,0.0,0.0238,0.0,0.0,,,,,,,,,,,,,1.0,0.0
94.0,,0.7021,0.2128,0.0213,0.0,0.0,0.0,0.0319,0.0,0.0319,,,,,,,,,,,,,0.0106,0.9894
33.0,,0.6970000000000001,0.1212,0.0303,0.0606,0.0909,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0909,0.9091
1642.0,,0.6382,0.2089,0.0408,0.0128,0.0371,0.0012,0.0231,0.0024,0.0353,,,,,,,,,,,,,0.3666,0.6334
340.0,,0.3941,0.5206,0.0206,0.0176,0.0088,0.0,0.0324,0.0,0.0059,,,,,,,,,,,,,0.1912,0.8088
2810.0,,0.6246,0.2715,0.0199,0.0064,0.0089,0.0007,0.0231,0.0021,0.0427,,,,,,,,,,,,,0.5907,0.4093
99.0,,0.0,0.9798,0.0202,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.3939,0.6061
11199.0,,0.6688,0.1643,0.0697,0.0072,0.0028,0.0012,0.0627,0.0183,0.005,,,,,,,,,,,,,0.3827,0.6173
5133.0,,0.0244,0.9382,0.0076,0.0023,0.001,0.0006,0.0125,0.0051,0.0084,,,,,,,,,,,,,0.355,0.645
1658.0,,0.0223,0.8347,0.0078,0.0036,0.0012,0.0,0.0,0.0,0.1303,,,,,,,,,,,,,0.2461,0.7539
2683.0,,0.0779,0.8871,0.0026,0.0048,0.0004,0.0007,0.003,0.0231,0.0004,,,,,,,,,,,,,0.3108,0.6892
14667.0,,0.6774,0.2121,0.0323,0.0214,0.0046,0.001,0.0181,0.0228,0.0102,,,,,,,,,,,,,0.4443,0.5557
1860.0,,0.5188,0.3532,0.0258,0.0075,0.0011,0.0032,0.0075,0.0011,0.0817,,,,,,,,,,,,,0.5371,0.4629
7892.0,,0.7138,0.0898,0.0603,0.0348,0.0033,0.0009,0.0309,0.0286,0.0375,,,,,,,,,,,,,0.4236,0.5764
2313.0,,0.0402,0.7713,0.0259,0.1007,0.0009,0.0,0.028999999999999998,0.0233,0.0086,,,,,,,,,,,,,0.2702,0.7298
1272.0,,0.5786,0.3223,0.0354,0.0118,0.0134,0.0016,0.0134,0.0,0.0236,,,,,,,,,,,,,0.7170000000000001,0.28300000000000003
1008.0,,0.8809999999999999,0.0337,0.0308,0.0079,0.0069,0.003,0.0,0.0,0.0367,,,,,,,,,,,,,0.2133,0.7867
365.0,,0.7041,0.0082,0.0575,0.0247,0.0055,0.0,0.0137,0.1616,0.0247,,,,,,,,,,,,,0.2959,0.7041
1773.0,,0.7186,0.0479,0.0677,0.0462,0.0023,0.0,0.0406,0.0688,0.0079,,,,,,,,,,,,,0.4958,0.5042
424.0,,0.934,0.0071,0.0094,0.0047,0.0071,0.0071,0.0,0.0,0.0307,,,,,,,,,,,,,0.342,0.6579999999999999
1797.0,,0.6366,0.049,0.1274,0.0634,0.0011,0.0,0.0651,0.0518,0.0056,,,,,,,,,,,,,0.5008,0.4992
178.0,,0.9719,0.0056,0.0056,0.0056,0.0056,0.0,0.0,0.0,0.0056,,,,,,,,,,,,,0.1517,0.8483
2497.0,,0.8486,0.0569,0.0244,0.0112,0.0084,0.0016,0.0168,0.0096,0.0224,,,,,,,,,,,,,0.4341,0.5659
1847.0,,0.601,0.0303,0.0612,0.0558,0.0016,0.0,0.0531,0.1061,0.091,,,,,,,,,,,,,0.4705,0.5295
2060.0,,0.8607,0.017,0.0155,0.0117,0.0199,0.0019,0.018000000000000002,0.0083,0.0471,,,,,,,,,,,,,0.4947,0.5053
2292.0,,0.894,0.0375,0.0161,0.0061,0.0048,0.0022,0.0118,0.0275,0.0,,,,,,,,,,,,,0.4655,0.5345
1580.0,,0.9399,0.0057,0.0133,0.0057,0.006999999999999999,0.0,0.0108,0.0013,0.0165,,,,,,,,,,,,,0.3228,0.6772
78.0,,0.9744,0.0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.9615,0.0385
4094.0,,0.8617,0.0103,0.0154,0.0046,0.02,0.001,0.0225,0.0046,0.0598,,,,,,,,,,,,,0.2689,0.7311
1738.0,,0.8579,0.0196,0.015,0.0081,0.0058,0.0012,0.023,0.0023,0.0673,,,,,,,,,,,,,0.3498,0.6502
956.0,,0.7437,0.0324,0.0188,0.0063,0.0094,0.0021,0.023,0.1161,0.0481,,,,,,,,,,,,,0.2992,0.7008
574.0,,0.7753,0.0418,0.0418,0.0087,0.0348,0.0,0.0174,0.0157,0.0645,,,,,,,,,,,,,0.3467,0.6533
8682.0,,0.8176,0.0223,0.0249,0.0147,0.0111,0.0001,0.027000000000000003,0.0237,0.0586,,,,,,,,,,,,,0.5255,0.4745
1031.0,,0.9486,0.0058,0.0078,0.0068,0.0029,0.0019,0.0,0.0,0.0262,,,,,,,,,,,,,0.8691,0.1309
847.0,,0.7981,0.0142,0.0142,0.0024,0.026000000000000002,0.0,0.0295,0.0803,0.0354,,,,,,,,,,,,,0.3884,0.6116
2217.0,,0.7406,0.0144,0.0014,0.0298,0.0036,0.0018,0.0081,0.0059,0.1944,,,,,,,,,,,,,0.2954,0.7046
759.0,,0.8801,0.0171,0.0184,0.004,0.0264,0.0026,0.0092,0.0211,0.0211,,,,,,,,,,,,,0.4532,0.5468
291.0,,0.89,0.0309,0.0069,0.0103,0.0172,0.0034,0.0034,0.0,0.0378,,,,,,,,,,,,,0.0481,0.9519
421.0,,0.8195,0.0143,0.057,0.0214,0.0,0.0,0.0523,0.0143,0.0214,,,,,,,,,,,,,0.2684,0.7316
1817.0,,0.6103,0.0209,0.0165,0.0099,0.0055,0.0006,0.0,0.0,0.3363,,,,,,,,,,,,,0.2834,0.7166
240.0,,0.9417,0.0333,0.0042,0.0167,0.0,0.0,0.0,0.0,0.0042,,,,,,,,,,,,,0.05,0.95
5554.0,,0.8221,0.0585,0.0293,0.0218,0.0074,0.0014,0.0207,0.0054,0.0333,,,,,,,,,,,,,0.4885,0.5115
5783.0,,0.8148,0.0327,0.0209,0.0242,0.0088,0.001,0.0252,0.0102,0.0621,,,,,,,,,,,,,0.4306,0.5694
851.0,,0.7521,0.0329,0.0223,0.0024,0.0035,0.0,0.0952,0.0329,0.0588,,,,,,,,,,,,,0.4877,0.5123
585.0,,0.9043,0.0103,0.0239,0.0017,0.0171,0.0017,0.040999999999999995,0.0,0.0,,,,,,,,,,,,,0.4821,0.5179
311.0,,0.7299,0.0096,0.0096,0.0032,0.1576,0.0,0.0,0.0,0.09,,,,,,,,,,,,,0.4341,0.5659
28.0,,0.1429,0.8214,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0714,0.9286
86.0,,0.09300000000000001,0.4302,0.2558,0.1395,0.0,0.0,0.0814,0.0,0.0,,,,,,,,,,,,,0.0116,0.9884
2585.0,,0.8008,0.1308,0.017,0.0031,0.0015,0.0004,0.0132,0.0143,0.019,,,,,,,,,,,,,0.3157,0.6843
13067.0,,0.5969,0.1795,0.0624,0.0399,0.0059,0.003,0.0334,0.0096,0.0693,,,,,,,,,,,,,0.4087,0.5913
309.0,,0.233,0.7249,0.0194,0.0129,0.0032,0.0,0.0,0.0,0.0065,,,,,,,,,,,,,0.2233,0.7767
266.0,,0.5263,0.4286,0.0451,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.3985,0.6015
62.0,,0.0,0.9839,0.0161,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0323,0.9677
4640.0,,0.0597,0.8063,0.0282,0.0222,0.0024,0.0017,0.0209,0.0388,0.0198,,,,,,,,,,,,,0.3097,0.6903
3444.0,,0.3383,0.4744,0.052000000000000005,0.0444,0.0049,0.0029,0.0389,0.018000000000000002,0.0261,,,,,,,,,,,,,0.4274,0.5726
4401.0,,0.0239,0.8732,0.0268,0.0134,0.0009,0.0018,0.0332,0.0095,0.0173,,,,,,,,,,,,,0.3858,0.6142
406.0,,0.4507,0.3103,0.1059,0.0443,0.0025,0.0,0.0296,0.0443,0.0123,,,,,,,,,,,,,0.8153,0.1847
2316.0,,0.7824,0.095,0.0479,0.0125,0.0039,0.0013,0.0294,0.0052,0.0225,,,,,,,,,,,,,0.3869,0.6131
7965.0,,0.5724,0.2623,0.0588,0.0269,0.0051,0.0034,0.0496,0.0041,0.0175,,,,,,,,,,,,,0.3923,0.6077
2067.0,,0.732,0.1655,0.0363,0.0131,0.0077,0.001,0.016,0.0111,0.0174,,,,,,,,,,,,,0.344,0.6559999999999999
790.0,,0.0987,0.5646,0.11900000000000001,0.0684,0.0139,0.0038,0.0127,0.0304,0.0886,,,,,,,,,,,,,0.3873,0.6127
2652.0,,0.0147,0.8258,0.0219,0.0019,0.0,0.0004,0.0222,0.0822,0.0309,,,,,,,,,,,,,0.2726,0.7274
66.0,,0.4242,0.5152,0.0152,0.0,0.0,0.0,0.0303,0.0,0.0152,,,,,,,,,,,,,0.0303,0.9697
558.0,,0.3548,0.6272,0.0054,0.0054,0.0,0.0,0.0072,0.0,0.0,,,,,,,,,,,,,0.9821,0.0179
5248.0,,0.6659999999999999,0.1397,0.1006,0.0469,0.0038,0.0,0.0309,0.0065,0.0057,,,,,,,,,,,,,0.4377,0.5623
4765.0,,0.5723,0.2957,0.0489,0.017,0.001,0.0008,0.0439,0.0101,0.0103,,,,,,,,,,,,,0.4902,0.5098
544.0,,0.636,0.2739,0.0276,0.0018,0.0018,0.0,0.0349,0.0239,0.0,,,,,,,,,,,,,0.5735,0.4265
1463.0,,0.6712,0.1012,0.0848,0.0342,0.0021,0.0007,0.0403,0.015,0.0506,,,,,,,,,,,,,0.3288,0.6712
854.0,,0.7459,0.1745,0.0316,0.0082,0.0187,0.0082,0.0,0.0,0.0129,,,,,,,,,,,,,0.1979,0.8021
3710.0,,0.7496,0.1102,0.0566,0.0175,0.0035,0.0016,0.0383,0.0043,0.0183,,,,,,,,,,,,,0.3612,0.6388
5750.0,,0.7125,0.1633,0.0478,0.0216,0.0031,0.0023,0.0322,0.0104,0.0068,,,,,,,,,,,,,0.4089,0.5911
1330.0,,0.6534,0.1293,0.0782,0.0353,0.0,0.0,0.0444,0.0211,0.0383,,,,,,,,,,,,,0.3737,0.6263
9502.0,,0.3819,0.2921,0.0927,0.1139,0.0026,0.0026,0.0444,0.0442,0.0255,,,,,,,,,,,,,0.4354,0.5646
66.0,,0.6667,0.1818,0.0303,0.0455,0.0,0.0,0.0303,0.0,0.0455,,,,,,,,,,,,,0.0,1.0
6039.0,,0.4516,0.0533,0.1177,0.204,0.0008,0.0007,0.0465,0.1032,0.0222,,,,,,,,,,,,,0.4913,0.5087
63.0,,0.5556,0.2222,0.1111,0.0476,0.0,0.0,0.0635,0.0,0.0,,,,,,,,,,,,,0.3968,0.6032
647.0,,0.2133,0.4977,0.1391,0.0634,0.0015,0.0031,0.0464,0.0015,0.034,,,,,,,,,,,,,0.8825,0.1175
4062.0,,0.7875,0.0507,0.094,0.033,0.0015,0.001,0.0236,0.0044,0.0042,,,,,,,,,,,,,0.4178,0.5822
26.0,,0.0769,0.6923,0.0385,0.0,0.0,0.0,0.0,0.0,0.1923,,,,,,,,,,,,,0.0385,0.9615
33892.0,,0.4231,0.2701,0.1101,0.0442,0.005,0.0073,0.0375,0.0127,0.0901,,,,,,,,,,,,,0.5325,0.4675
786.0,,0.5738,0.1578,0.0394,0.1374,0.0013,0.0013,0.0344,0.0267,0.027999999999999997,,,,,,,,,,,,,0.145,0.855
11274.0,,0.442,0.1645,0.0594,0.2006,0.0018,0.002,0.0365,0.0451,0.0481,,,,,,,,,,,,,0.5492,0.4508
26532.0,,0.5251,0.1275,0.0929,0.1597,0.0013,0.0008,0.0401,0.0349,0.0177,,,,,,,,,,,,,0.5356,0.4644
1907.0,,0.5218,0.0572,0.064,0.1243,0.0016,0.001,0.0535,0.1159,0.0608,,,,,,,,,,,,,0.2774,0.7226
3441.0,,0.1017,0.7367,0.0212,0.0096,0.0015,0.0003,0.0947,0.0247,0.0096,,,,,,,,,,,,,0.4531,0.5469
719.0,,0.235,0.7107,0.0348,0.0083,0.0,0.0,0.0014,0.0,0.0097,,,,,,,,,,,,,0.0834,0.9166
118.0,,0.0339,0.7966,0.1695,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0424,0.9576
18672.0,,0.2783,0.263,0.2187,0.1144,0.0033,0.0032,0.0263,0.0915,0.0013,,,,,,,,,,,,,0.5134,0.4866
6239.0,,0.0204,0.8473,0.0332,0.0112,0.0026,0.001,0.0351,0.0455,0.0038,,,,,,,,,,,,,0.4486,0.5514
1806.0,,0.711,0.1052,0.0936,0.0233,0.0033,0.0011,0.0371,0.0094,0.0161,,,,,,,,,,,,,0.4413,0.5587
305.0,,0.9279,0.0,0.0,0.0,0.0,0.0,0.0,0.0721,0.0,,,,,,,,,,,,,1.0,0.0
504.0,,0.0,0.9940000000000001,0.004,0.0,0.002,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.4167,0.5833
1153.0,,0.5681,0.2732,0.0572,0.0598,0.0147,0.0026,0.0,0.0121,0.0121,,,,,,,,,,,,,0.0494,0.9506
12429.0,,0.0519,0.7252,0.0998,0.0344,0.0039,0.0017,0.0274,0.023,0.0328,,,,,,,,,,,,,0.3843,0.6157
547.0,,0.2724,0.6545,0.0366,0.011000000000000001,0.0055,0.0018,0.0,0.0018,0.0165,,,,,,,,,,,,,0.3181,0.6819
25.0,,0.84,0.12,0.04,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.08,0.92
102.0,,0.6078,0.2843,0.1078,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0196,0.9804
7782.0,,0.725,0.1218,0.0406,0.0253,0.004,0.0012,0.0368,0.0134,0.032,,,,,,,,,,,,,0.4284,0.5716
1668.0,,0.7296,0.0815,0.0725,0.0276,0.003,0.0,0.045,0.0114,0.0294,,,,,,,,,,,,,0.4371,0.5629
659.0,,0.0349,0.8665,0.0046,0.0046,0.0,0.0,0.0,0.0728,0.0167,,,,,,,,,,,,,0.1396,0.8604
429.0,,0.7459,0.013999999999999999,0.0746,0.027999999999999997,0.0023,0.0,0.0,0.1002,0.035,,,,,,,,,,,,,0.5548,0.4452
388.0,,0.0464,0.7088,0.2036,0.0258,0.0026,0.0,0.0,0.0,0.0129,,,,,,,,,,,,,0.5541,0.4459
18546.0,,0.6335,0.1624,0.0596,0.0494,0.0016,0.0011,0.04,0.0167,0.0356,,,,,,,,,,,,,0.3955,0.6045
,,,,,,,,,,,,,,,,,,,,,,,,
116.0,,0.6897,0.2069,0.1034,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.1552,0.8448
3778.0,,0.5614,0.28800000000000003,0.0482,0.0299,0.0011,0.0021,0.0281,0.004,0.0373,,,,,,,,,,,,,0.3473,0.6527
1408.0,,0.7536,0.0334,0.0362,0.0156,0.005,0.0,0.0234,0.0874,0.0455,,,,,,,,,,,,,0.4247,0.5753
1649.0,,0.7289,0.1164,0.0528,0.0346,0.0036,0.0006,0.0,0.0152,0.0479,,,,,,,,,,,,,0.47,0.53
2799.0,,0.6499,0.2272,0.0382,0.0186,0.0036,0.0011,0.0372,0.0036,0.0207,,,,,,,,,,,,,0.3551,0.6449
,,,,,,,,,,,,,,,,,,,,,,,,
690.0,,0.1029,0.1594,0.0014,0.0072,0.0,0.0,0.0,0.0,0.7290000000000001,,,,,,,,,,,,,0.258,0.742
1473.0,,0.4216,0.2512,0.1045,0.019,0.0034,0.0054,0.0448,0.0027,0.1473,,,,,,,,,,,,,0.4141,0.5859
1792.0,,0.4191,0.1239,0.1311,0.1306,0.0033,0.0006,0.0452,0.096,0.0502,,,,,,,,,,,,,0.5173,0.4827
,,,,,,,,,,,,,,,,,,,,,,,,
1108.0,,0.7229,0.0794,0.0596,0.0153,0.0027,0.0027,0.0208,0.0054,0.0912,,,,,,,,,,,,,0.4016,0.5984
44.0,,0.6136,0.2045,0.1136,0.0,0.0,0.0,0.0682,0.0,0.0,,,,,,,,,,,,,0.0909,0.9091
2193.0,,0.6986,0.0483,0.0711,0.021,0.0018,0.0005,0.0223,0.016,0.1204,,,,,,,,,,,,,0.4036,0.5964
2107.0,,0.3863,0.0479,0.0973,0.1144,0.0019,0.0005,0.0233,0.2682,0.0603,,,,,,,,,,,,,0.5316,0.4684
70.0,,0.9,0.0143,0.0429,0.0286,0.0,0.0,0.0143,0.0,0.0,,,,,,,,,,,,,0.1857,0.8143
73.0,,0.9178,0.0274,0.0411,0.0137,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.6164,0.3836
1574.0,,0.5756,0.1417,0.1639,0.0146,0.0,0.0013,0.0216,0.0044,0.0769,,,,,,,,,,,,,0.0,1.0
1108.0,,0.4116,0.2301,0.1173,0.065,0.0027,0.0,0.0758,0.0036,0.0939,,,,,,,,,,,,,0.3403,0.6597
152.0,,0.5197,0.2895,0.0987,0.0724,0.0,0.0,0.0,0.0,0.0197,,,,,,,,,,,,,0.9803,0.0197
1975.0,,0.6937,0.0775,0.1018,0.0167,0.001,0.001,0.0238,0.0071,0.0775,,,,,,,,,,,,,0.4203,0.5797
4190.0,,0.6048,0.0308,0.0706,0.0847,0.0007,0.0,0.021,0.14800000000000002,0.0394,,,,,,,,,,,,,0.6002,0.3998
4743.0,,0.3759,0.0538,0.0837,0.0367,0.0017,0.0015,0.0449,0.3201,0.0818,,,,,,,,,,,,,0.6802,0.3198
1867.0,,0.7943,0.0728,0.0755,0.0171,0.0037,0.0011,0.0187,0.0037,0.0129,,,,,,,,,,,,,0.3808,0.6192
224.0,,0.2411,0.4196,0.2188,0.0223,0.0089,0.0,0.0446,0.0,0.0446,,,,,,,,,,,,,0.0714,0.9286
352.0,,0.5114,0.0625,0.1676,0.0852,0.0028,0.0028,0.0426,0.0455,0.0795,,,,,,,,,,,,,0.6733,0.3267
,,,,,,,,,,,,,,,,,,,,,,,,
9483.0,,0.6075,0.0401,0.1014,0.0952,0.0006,0.0001,0.0303,0.055,0.0697,,,,,,,,,,,,,0.4633,0.5367
505.0,,0.5683,0.0455,0.0752,0.0653,0.0,0.0,0.0158,0.1208,0.1089,,,,,,,,,,,,,0.3802,0.6198
16457.0,,0.4564,0.0342,0.0971,0.1341,0.0007,0.001,0.0368,0.1859,0.0537,,,,,,,,,,,,,0.391,0.609
3715.0,,0.4853,0.0501,0.0686,0.1281,0.0005,0.0,0.0261,0.1787,0.0624,,,,,,,,,,,,,0.4293,0.5707
9500.0,,0.7828,0.0903,0.0596,0.0178,0.0026,0.0009,0.0282,0.0037,0.013999999999999999,,,,,,,,,,,,,0.4117,0.5883
8232.0,,0.7440000000000001,0.0796,0.0809,0.0188,0.0032,0.0002,0.0491,0.0007,0.0234,,,,,,,,,,,,,0.3858,0.6142
317.0,,0.7098,0.0694,0.0158,0.0095,0.0063,0.0095,0.0063,0.0,0.1735,,,,,,,,,,,,,0.1041,0.8959
12696.0,,0.2488,0.2815,0.2413,0.1011,0.0028,0.0014,0.0287,0.0516,0.0428,,,,,,,,,,,,,0.4405,0.5595
1134.0,,0.1728,0.3536,0.2787,0.0265,0.0018,0.0026,0.0088,0.0732,0.08199999999999999,,,,,,,,,,,,,0.3765,0.6235
3237.0,,0.7723,0.0544,0.0698,0.0198,0.0062,0.0019,0.0491,0.0006,0.0259,,,,,,,,,,,,,0.3787,0.6213
222.0,,0.7477,0.0315,0.1532,0.045,0.0,0.0045,0.0135,0.0,0.0045,,,,,,,,,,,,,0.009000000000000001,0.991
757.0,,0.5812,0.2787,0.0594,0.0277,0.0013,0.0013,0.0079,0.0,0.0423,,,,,,,,,,,,,0.0978,0.9022
2239.0,,0.6007,0.038,0.0598,0.0674,0.0004,0.0009,0.0237,0.1376,0.0715,,,,,,,,,,,,,0.4118,0.5882
,,,,,,,,,,,,,,,,,,,,,,,,
2843.0,,0.6862,0.0904,0.0524,0.0169,0.0035,0.0,0.0183,0.0137,0.1185,,,,,,,,,,,,,0.3683,0.6317
390.0,,0.1538,0.3359,0.3385,0.0667,0.0026,0.0,0.0641,0.0,0.0385,,,,,,,,,,,,,0.2872,0.7128
