UGDS,UG,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,UGDS_BLACKNH,UGDS_API,UGDS_AIANOLD,UGDS_HISPOLD,UG_NRA,UG_UNKN,UG_WHITENH,UG_BLACKNH,UG_API,UG_AIANOLD,UG_HISPOLD,UGDS_MEN,UGDS_WOMEN
2612.0,,0.575,0.0073,0.322,0.0088,0.0195,0.0,0.0314,0.0011,0.0348,,,,,,,,,,,,,0.4223,0.5777
247.0,,0.7166,0.0283,0.085,0.0364,0.004,0.0121,0.081,0.0,0.0364,,,,,,,,,,,,,0.1417,0.8583
14054.0,,0.7424,0.0152,0.0742,0.0665,0.0041,0.002,0.08,0.0095,0.006,,,,,,,,,,,,,0.4462,0.5538
2852.0,,0.6445,0.0109,0.0954,0.0319,0.006,0.0046,0.0536,0.0691,0.0842,,,,,,,,,,,,,0.4572,0.5428
1480.0,,0.7304,0.0095,0.0777,0.0541,0.0034,0.0,0.0574,0.0385,0.0291,,,,,,,,,,,,,0.4372,0.5628
2340.0,,0.7598,0.0179,0.0829,0.0376,0.0073,0.0051,0.0538,0.0226,0.0128,,,,,,,,,,,,,0.406,0.594
2557.0,,0.4599,0.0153,0.4478,0.0063,0.018000000000000002,0.0023,0.045,0.0008,0.0047,,,,,,,,,,,,,0.3805,0.6195
1024.0,,0.7354,0.1611,0.04,0.0127,0.0039,0.001,0.0098,0.0342,0.002,,,,,,,,,,,,,0.5186,0.4814
21.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0476,0.9524
196.0,,0.9643,0.0,0.0153,0.0,0.0051,0.0102,0.0,0.0051,0.0,,,,,,,,,,,,,0.5204,0.4796
31.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0968,0.9032
435.0,,0.8989,0.0989,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,,,,,,,,,,,,,0.7494,0.2506
716.0,,0.5447,0.1955,0.0433,0.0014,0.0056,0.0042,0.0251,0.0196,0.1606,,,,,,,,,,,,,0.588,0.41200000000000003
1529.0,,0.8437,0.102,0.0111,0.0013,0.0026,0.0,0.0111,0.0203,0.0078,,,,,,,,,,,,,0.3852,0.6148
103.0,,0.932,0.0583,0.0,0.0,0.0,0.0,0.0,0.0097,0.0,,,,,,,,,,,,,0.835,0.165
121.0,,0.7934,0.1074,0.0,0.0331,0.0,0.0,0.0661,0.0,0.0,,,,,,,,,,,,,0.3223,0.6777
1513.0,,0.6616,0.1018,0.0284,0.0106,0.0099,0.0007,0.0073,0.0767,0.1031,,,,,,,,,,,,,0.4223,0.5777
122.0,,0.9098,0.040999999999999995,0.0246,0.0082,0.0,0.0082,0.0082,0.0,0.0,,,,,,,,,,,,,0.1066,0.8934
2234.0,,0.8483,0.073,0.013000000000000001,0.0063,0.004,0.0009,0.0,0.0542,0.0004,,,,,,,,,,,,,0.4476,0.5524
839.0,,0.6341,0.0453,0.0012,0.0024,0.0048,0.0,0.0,0.1466,0.1657,,,,,,,,,,,,,0.4696,0.5304
3699.0,,0.8602,0.0554,0.02,0.0043,0.003,0.0008,0.0249,0.023,0.0084,,,,,,,,,,,,,0.4512,0.5488
1378.0,,0.7054,0.1604,0.0152,0.0022,0.0,0.0,0.0087,0.0044,0.1038,,,,,,,,,,,,,0.598,0.402
642.0,,0.785,0.1464,0.0062,0.0016,0.0016,0.0,0.0498,0.0,0.0093,,,,,,,,,,,,,0.2695,0.7305
134.0,,0.8582,0.09699999999999999,0.0149,0.0075,0.0,0.0,0.0224,0.0,0.0,,,,,,,,,,,,,0.5672,0.4328
36.0,,0.9444,0.0556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.3889,0.6111
8871.0,,0.8521,0.068,0.02,0.0079,0.0038,0.001,0.025,0.0119,0.0103,,,,,,,,,,,,,0.4361,0.5639
204.0,,0.9363,0.0637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.3578,0.6422
120.0,,0.9667,0.0167,0.0083,0.0,0.0,0.0,0.0,0.0083,0.0,,,,,,,,,,,,,0.1083,0.8917
81.0,,0.9506,0.0494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.3086,0.6914
67.0,,0.9104,0.0597,0.0149,0.0149,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0448,0.9552
158.0,,0.9747,0.0253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.1772,0.8228
63.0,,0.8413,0.0794,0.0,0.0,0.0159,0.0,0.0476,0.0,0.0159,,,,,,,,,,,,,0.1905,0.8095
64.0,,0.9219,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0156,,,,,,,,,,,,,0.0781,0.9219
387.0,,0.6615,0.1111,0.0465,0.0078,0.0,0.0,0.0258,0.0775,0.0698,,,,,,,,,,,,,0.5401,0.4599
2574.0,,0.9316,0.0167,0.0039,0.0051,0.0004,0.0008,0.0295,0.0,0.012,,,,,,,,,,,,,0.3745,0.6255
1310.0,,0.7351,0.1947,0.0336,0.0053,0.013000000000000001,0.0023,0.0046,0.0046,0.0069,,,,,,,,,,,,,0.4664,0.5336
204.0,,0.8824,0.1078,0.0,0.0,0.0049,0.0,0.0049,0.0,0.0,,,,,,,,,,,,,0.3725,0.6275
402.0,,0.3632,0.2264,0.0498,0.0025,0.005,0.005,0.0075,0.1119,0.2289,,,,,,,,,,,,,0.4851,0.5149
3489.0,,0.8315,0.0863,0.0281,0.0186,0.0043,0.0009,0.0089,0.0043,0.0172,,,,,,,,,,,,,0.4013,0.5987
1681.0,,0.9233,0.0107,0.0012,0.003,0.0,0.0,0.0054,0.0,0.0565,,,,,,,,,,,,,0.3474,0.6526
109.0,,0.9908,0.0,0.0,0.0,0.0,0.0092,0.0,0.0,0.0,,,,,,,,,,,,,0.7798,0.2202
,,,,,,,,,,,,,,,,,,,,,,,,
2237.0,,0.5816,0.1198,0.0058,0.0045,0.0063,0.0,0.0,0.0063,0.2758,,,,,,,,,,,,,0.4484,0.5516
46.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.1522,0.8478
2264.0,,0.8759,0.0495,0.0088,0.0062,0.0031,0.0004,0.0124,0.0119,0.0318,,,,,,,,,,,,,0.4125,0.5875
1115.0,,0.7462,0.0691,0.0457,0.0126,0.0045,0.0,0.0287,0.0762,0.017,,,,,,,,,,,,,0.6413,0.3587
1375.0,,0.8015,0.0865,0.0189,0.0015,0.0029,0.0015,0.0298,0.0473,0.0102,,,,,,,,,,,,,0.4553,0.5447
125.0,,0.9520000000000001,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.136,0.8640000000000001
162.0,,0.7346,0.2099,0.0062,0.0185,0.0062,0.0,0.0247,0.0,0.0,,,,,,,,,,,,,0.2407,0.7593
373.0,,0.9142,0.0617,0.008,0.0107,0.0027,0.0027,0.0,0.0,0.0,,,,,,,,,,,,,0.1662,0.8338
87.0,,0.5862,0.2529,0.0,0.1609,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.092,0.9079999999999999
1654.0,,0.9008,0.0399,0.0139,0.0024,0.0006,0.0,0.023,0.0067,0.0127,,,,,,,,,,,,,0.3337,0.6663
21945.0,,0.8140000000000001,0.0458,0.0356,0.0156,0.0014,0.0008,0.0335,0.0505,0.0028,,,,,,,,,,,,,0.5467,0.4533
1131.0,,0.7657,0.0566,0.0248,0.0124,0.0035,0.0018,0.0203,0.0363,0.0787,,,,,,,,,,,,,0.4775,0.5225
39.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0769,0.9231
82.0,,0.561,0.2195,0.0976,0.0854,0.0122,0.0,0.0244,0.0,0.0,,,,,,,,,,,,,0.061,0.9390000000000001
125.0,,0.872,0.016,0.04,0.008,0.0,0.0,0.04,0.0,0.024,,,,,,,,,,,,,0.016,0.9840000000000001
1689.0,,0.5269,0.1622,0.2049,0.0521,0.0148,0.003,0.0308,0.0053,0.0,,,,,,,,,,,,,0.0006,0.9994
12617.0,,0.7321,0.0697,0.0845,0.0421,0.0058,0.0007,0.039,0.0165,0.0096,,,,,,,,,,,,,0.4461,0.5539
305.0,,0.9508,0.0033,0.0131,0.0098,0.0098,0.0,0.0033,0.0,0.0098,,,,,,,,,,,,,0.0852,0.9148
1225.0,,0.7037,0.0482,0.0857,0.0253,0.0033,0.0024,0.018000000000000002,0.0873,0.0261,,,,,,,,,,,,,0.4245,0.5755
2471.0,,0.7628,0.0728,0.0967,0.0089,0.0061,0.0012,0.0332,0.0,0.0182,,,,,,,,,,,,,0.3974,0.6026
2304.0,,0.5647,0.22399999999999998,0.0916,0.02,0.0052,0.0017,0.0239,0.0421,0.0269,,,,,,,,,,,,,0.3429,0.6571
2934.0,,0.8596,0.0099,0.0596,0.0327,0.0007,0.0007,0.0208,0.0119,0.0041,,,,,,,,,,,,,0.3524,0.6476
2835.0,,0.7464,0.0533,0.0427,0.0113,0.0042,0.0025,0.025,0.0,0.1146,,,,,,,,,,,,,0.4646,0.5354
147.0,,0.8027,0.0612,0.034,0.0816,0.0068,0.0068,0.0,0.0,0.0068,,,,,,,,,,,,,0.0884,0.9116
4280.0,,0.6993,0.1598,0.028999999999999998,0.0194,0.0117,0.0012,0.0294,0.0201,0.0301,,,,,,,,,,,,,0.3484,0.6516
1863.0,,0.7966,0.0236,0.0596,0.0263,0.0038,0.0005,0.0284,0.0365,0.0247,,,,,,,,,,,,,0.2893,0.7107
7041.0,,0.7919,0.0239,0.0376,0.0457,0.0135,0.0014,0.0043,0.0014,0.0802,,,,,,,,,,,,,0.4866,0.5134
6525.0,,0.6438,0.1473,0.1586,0.0121,0.0051,0.0005,0.027000000000000003,0.0,0.0057,,,,,,,,,,,,,0.3907,0.6093
109.0,,0.8624,0.0183,0.0459,0.0734,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0092,0.9908
71.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0282,0.9718
422.0,,0.4668,0.2464,0.1209,0.0498,0.0071,0.0,0.019,0.0024,0.0877,,,,,,,,,,,,,0.6991,0.3009
2232.0,,0.655,0.0457,0.0367,0.0215,0.0099,0.0009,0.009000000000000001,0.0237,0.1976,,,,,,,,,,,,,0.4328,0.5672
2296.0,,0.8619,0.0131,0.0253,0.0571,0.003,0.0013,0.0283,0.0,0.01,,,,,,,,,,,,,0.4316,0.5684
1483.0,,0.7148,0.0344,0.0674,0.0405,0.0054,0.0,0.0398,0.0931,0.0047,,,,,,,,,,,,,0.4558,0.5442
760.0,,0.8553,0.0145,0.0316,0.0079,0.0026,0.0026,0.0447,0.0092,0.0316,,,,,,,,,,,,,0.45,0.55
1588.0,,0.789,0.0749,0.0686,0.0094,0.0113,0.0019,0.0019,0.0302,0.0126,,,,,,,,,,,,,0.29600000000000004,0.7040000000000001
8212.0,,0.7367,0.0426,0.0958,0.0496,0.0022,0.0009,0.0345,0.0353,0.0024,,,,,,,,,,,,,0.4763,0.5237
,,,,,,,,,,,,,,,,,,,,,,,,
2531.0,,0.904,0.0103,0.0162,0.0253,0.0067,0.0008,0.019,0.0,0.0178,,,,,,,,,,,,,0.4133,0.5867
14991.0,,0.4217,0.3103,0.1232,0.0466,0.0091,0.0005,0.028999999999999998,0.0,0.0596,,,,,,,,,,,,,0.4358,0.5642
622.0,,0.7058,0.0595,0.1206,0.0418,0.0,0.0016,0.0386,0.0161,0.0161,,,,,,,,,,,,,0.3296,0.6704
2592.0,,0.6883,0.0239,0.044000000000000004,0.0313,0.0023,0.005,0.0154,0.1215,0.0683,,,,,,,,,,,,,0.762,0.23800000000000002
3143.0,,0.9147,0.0159,0.0379,0.0102,0.0029,0.0006,0.0159,0.0,0.0019,,,,,,,,,,,,,0.349,0.6509999999999999
716.0,,0.4944,0.2388,0.1466,0.0712,0.006999999999999999,0.0014,0.0335,0.0028,0.0042,,,,,,,,,,,,,0.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,
1047.0,,0.9016,0.0048,0.0134,0.0086,0.042,0.0,0.0296,0.0,0.0,,,,,,,,,,,,,0.3687,0.6313
3699.0,,0.84,0.0138,0.0216,0.0692,0.0087,0.0022,0.0116,0.0,0.033,,,,,,,,,,,,,0.3955,0.6045
6613.0,,0.8432,0.024,0.0505,0.0345,0.0287,0.0002,0.0188,0.0,0.0002,,,,,,,,,,,,,0.41100000000000003,0.589
150.0,,0.6533,0.0133,0.0067,0.0133,0.0067,0.0533,0.0,0.0267,0.2267,,,,,,,,,,,,,0.48,0.52
575.0,,0.8052,0.0122,0.0487,0.0017,0.0209,0.0,0.0313,0.0157,0.0643,,,,,,,,,,,,,0.5043,0.4957
820.0,,0.8402,0.0232,0.0488,0.0146,0.0024,0.0,0.0183,0.0317,0.0207,,,,,,,,,,,,,0.4646,0.5354
,,,,,,,,,,,,,,,,,,,,,,,,
2052.0,,0.9001,0.0073,0.0288,0.0136,0.0078,0.0005,0.0185,0.0219,0.0015,,,,,,,,,,,,,0.4293,0.5707
296.0,,0.625,0.152,0.027000000000000003,0.0135,0.0101,0.0,0.0304,0.0203,0.1216,,,,,,,,,,,,,0.3176,0.6824
49.0,,0.8367,0.0408,0.0204,0.102,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,1.0
1356.0,,0.955,0.0096,0.0088,0.0111,0.0015,0.0007,0.0133,0.0,0.0,,,,,,,,,,,,,0.4263,0.5737
847.0,,0.0366,0.8819,0.0732,0.0035,0.0035,0.0,0.0012,0.0,0.0,,,,,,,,,,,,,0.2715,0.7285
11530.0,,0.8335,0.0273,0.064,0.0414,0.0049,0.001,0.0223,0.0032,0.0025,,,,,,,,,,,,,0.4807,0.5193
2019.0,,0.9004,0.0158,0.0243,0.0183,0.004,0.0005,0.0188,0.0149,0.003,,,,,,,,,,,,,0.265,0.735
4505.0,,0.8690000000000001,0.013999999999999999,0.0211,0.0382,0.006,0.0018,0.0171,0.0,0.0329,,,,,,,,,,,,,0.4064,0.5936
5304.0,,0.7839,0.0865,0.066,0.0215,0.0058,0.0008,0.019,0.0008,0.0156,,,,,,,,,,,,,0.5211,0.4789
3935.0,,0.8816,0.0152,0.0201,0.0371,0.0079,0.0051,0.0249,0.0,0.0081,,,,,,,,,,,,,0.4394,0.5606
10533.0,,0.8394,0.0475,0.0505,0.0163,0.0021,0.0006,0.0356,0.0073,0.0008,,,,,,,,,,,,,0.5002,0.4998
2642.0,,0.9383,0.0076,0.0045,0.0053,0.0174,0.0004,0.0208,0.0,0.0057,,,,,,,,,,,,,0.4046,0.5954
,,,,,,,,,,,,,,,,,,,,,,,,
166.0,,0.747,0.0181,0.0783,0.0301,0.1024,0.0,0.0241,0.0,0.0,,,,,,,,,,,,,0.0361,0.9639
9987.0,,0.8903,0.0068,0.0212,0.0355,0.0033,0.0005,0.0181,0.0232,0.001,,,,,,,,,,,,,0.4053,0.5947
5674.0,,0.8639,0.0148,0.0374,0.027999999999999997,0.0123,0.0011,0.0252,0.0148,0.0025,,,,,,,,,,,,,0.3386,0.6614
9492.0,,0.8964,0.0075,0.0294,0.0239,0.002,0.0007,0.0219,0.0171,0.0011,,,,,,,,,,,,,0.4348,0.5652
1060.0,,0.8340000000000001,0.05,0.0481,0.0094,0.0057,0.0009,0.0226,0.0198,0.0094,,,,,,,,,,,,,0.4547,0.5453
10337.0,,0.8731,0.0223,0.0311,0.0383,0.0073,0.0005,0.0199,0.0069,0.0007,,,,,,,,,,,,,0.4256,0.5744
4274.0,,0.6944,0.0868,0.127,0.0302,0.0016,0.0021,0.0379,0.0175,0.0023,,,,,,,,,,,,,0.48100000000000004,0.519
2350.0,,0.3553,0.2332,0.0349,0.0162,0.0064,0.0009,0.0353,0.0013,0.3166,,,,,,,,,,,,,0.223,0.777
8094.0,,0.8771,0.0151,0.0232,0.034,0.0031,0.0015,0.018000000000000002,0.025,0.0031,,,,,,,,,,,,,0.535,0.465
2353.0,,0.8283,0.0183,0.0238,0.0106,0.0251,0.0013,0.0323,0.0574,0.003,,,,,,,,,,,,,0.3969,0.6031
29302.0,,0.7705,0.0212,0.0479,0.0549,0.0022,0.0013,0.0276,0.0714,0.003,,,,,,,,,,,,,0.4888,0.5112
21577.0,,0.6933,0.0863,0.0862,0.0628,0.0046,0.0007,0.0337,0.0308,0.0015,,,,,,,,,,,,,0.4907,0.5093
7888.0,,0.912,0.0133,0.0292,0.0123,0.0024,0.0009,0.0165,0.0117,0.0018,,,,,,,,,,,,,0.6538,0.3462
5381.0,,0.8907,0.0167,0.0271,0.024,0.003,0.0007,0.0219,0.0126,0.0032,,,,,,,,,,,,,0.3934,0.6066
8880.0,,0.8822,0.0204,0.0303,0.0261,0.0038,0.0007,0.0186,0.0163,0.0016,,,,,,,,,,,,,0.4757,0.5243
2449.0,,0.8689,0.0147,0.0523,0.0073,0.0037,0.002,0.0163,0.0078,0.0269,,,,,,,,,,,,,0.3646,0.6354
1099.0,,0.7097,0.0136,0.0846,0.0055,0.1301,0.0018,0.03,0.0073,0.0173,,,,,,,,,,,,,0.4104,0.5896
681.0,,0.8502,0.025,0.0881,0.0059,0.0132,0.0073,0.0088,0.0015,0.0,,,,,,,,,,,,,0.4082,0.5918
3170.0,,0.7918,0.028999999999999998,0.1177,0.0151,0.0098,0.0038,0.0054,0.0066,0.0208,,,,,,,,,,,,,0.3962,0.6038
1438.0,,0.831,0.0063,0.0765,0.0049,0.0104,0.0007,0.0229,0.0473,0.0,,,,,,,,,,,,,0.4047,0.5953
1976.0,,0.8613,0.0121,0.0592,0.0061,0.0202,0.0,0.0288,0.0121,0.0,,,,,,,,,,,,,0.4124,0.5876
2768.0,,0.8096,0.0101,0.1203,0.009000000000000001,0.0061,0.0014,0.0184,0.0246,0.0004,,,,,,,,,,,,,0.44,0.56
52.0,,0.5192,0.0385,0.4423,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0385,0.9615
1085.0,,0.6986,0.024,0.1161,0.0055,0.0369,0.0111,0.0323,0.0,0.0756,,,,,,,,,,,,,0.9456,0.0544
9910.0,,0.7791,0.0105,0.067,0.0132,0.0057,0.0029,0.026000000000000002,0.0411,0.0545,,,,,,,,,,,,,0.4825,0.5175
1276.0,,0.0016,0.0,0.0,0.0047,0.0,0.9193,0.0,0.0721,0.0024,,,,,,,,,,,,,0.3683,0.6317
2010.0,,0.0199,0.0204,0.004,0.4104,0.001,0.5318,0.0,0.006999999999999999,0.0055,,,,,,,,,,,,,0.4,0.6
3607.0,,0.0222,0.0061,0.0064,0.4389,0.0008,0.4946,0.0,0.008,0.023,,,,,,,,,,,,,0.4253,0.5747
1120.0,,0.0116,0.0018,0.0036,0.2866,0.0018,0.5232,0.0768,0.0598,0.0348,,,,,,,,,,,,,0.3946,0.6054
152.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.3224,0.6776
497.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.3018,0.6982
742.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.5243,0.4757
889.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.4781,0.5219
669.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.3274,0.6726
545.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.2972,0.7028
1223.0,,0.009000000000000001,0.0106,0.9534,0.0008,0.0,0.0,0.0,0.0262,0.0,,,,,,,,,,,,,0.4064,0.5936
1425.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.7516,0.2484
1794.0,,0.0,0.0,0.9922,0.0,0.0,0.0,0.0,0.0,0.0078,,,,,,,,,,,,,0.3356,0.6644
1750.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.2931,0.7069
108.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.1389,0.8611
1613.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.4451,0.5549
575.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.2713,0.7287
616.0,,0.0065,0.0,0.9058,0.0,0.0,0.0,0.0,0.0,0.0877,,,,,,,,,,,,,0.38799999999999996,0.612
5730.0,,0.0007,0.0,0.9789,0.0,0.0,0.0,0.0,0.0037,0.0168,,,,,,,,,,,,,0.4127,0.5873
892.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.2522,0.7478
199.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.5327,0.4673
1405.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.4541,0.5459
11529.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.3602,0.6398
414.0,,0.0024,0.0,0.9686,0.0,0.0,0.0,0.0,0.028999999999999998,0.0,,,,,,,,,,,,,0.6812,0.3188
,,,,,,,,,,,,,,,,,,,,,,,,
1067.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.3402,0.6598
388.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.2423,0.7577
555.0,,0.0018,0.0,0.9946,0.0,0.0,0.0,0.0,0.0036,0.0,,,,,,,,,,,,,0.373,0.627
713.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.561,0.439
1184.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.4434,0.5566
639.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.3505,0.6495
576.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.3108,0.6892
490.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.3592,0.6408
307.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.4039,0.5961
482.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.8216,0.1784
19014.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.433,0.5670000000000001
662.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.5831,0.4169
601.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.7105,0.2895
632.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.6408,0.3592
4395.0,,0.0023,0.0009,0.9952,0.0002,0.0009,0.0005,0.0,0.0,0.0,,,,,,,,,,,,,0.4824,0.5176
4300.0,,0.0016,0.0,0.9974,0.0002,0.0007,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.4528,0.5472
4202.0,,0.0017,0.0002,0.9974,0.0,0.0005,0.0002,0.0,0.0,0.0,,,,,,,,,,,,,0.4146,0.5854
2107.0,,0.0,0.0,0.9991,0.0,0.0009,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.3825,0.6175
6747.0,,0.0059,0.0071,0.9816,0.0028,0.0019,0.0006,0.0,0.0,0.0,,,,,,,,,,,,,0.4605,0.5395
5305.0,,0.0026,0.0006,0.9945,0.0002,0.0021,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.4058,0.5942
2076.0,,0.0014,0.0005,0.9971,0.0,0.001,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.4196,0.5804
2059.0,,0.001,0.0019,0.9971,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.3341,0.6659
4679.0,,0.0041,0.0026,0.9895,0.0,0.0036,0.0002,0.0,0.0,0.0,,,,,,,,,,,,,0.5728,0.4272
,,,,,,,,,,,,,,,,,,,,,,,,
112.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.4196,0.5804
1604.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.8498,0.1502
3872.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.2745,0.7255
231.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.3117,0.6883
43.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.3256,0.6744
4983.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.3171,0.6829
1450.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.3862,0.6138
2607.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.4058,0.5942
,,,,,,,,,,,,,,,,,,,,,,,,
2849.0,,0.0084,0.0011,0.9021,0.0004,0.0007,0.0,0.0032,0.0,0.0842,,,,,,,,,,,,,0.4212,0.5788
3729.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.4138,0.5862
4823.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.4827,0.5173
3721.0,,0.0081,0.0013,0.9715,0.0005,0.0021,0.0,0.0148,0.0,0.0016,,,,,,,,,,,,,0.3773,0.6227
3686.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.341,0.659
3497.0,,0.0071,0.0057,0.9534,0.0006,0.0009,0.0,0.0046,0.0,0.0277,,,,,,,,,,,,,0.3663,0.6337
1345.0,,0.0104,0.0,0.8625,0.0,0.0007,0.0,0.0045,0.0,0.1219,,,,,,,,,,,,,0.5026,0.4974
10914.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.5352,0.4648
453.0,,0.0022,0.0,0.9978,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.2318,0.7682
3230.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.4378,0.5622
12086.0,,0.0074,0.0012,0.8902,0.0008,0.0012,0.0001,0.0029,0.0,0.0961,,,,,,,,,,,,,0.3814,0.6186
12198.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.3987,0.6013
14.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.2143,0.7857
4596.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.386,0.614
,,,,,,,,,,,,,,,,,,,,,,,,
