C100_4,C100_L4,C150_4,C150_L4,C150_4_POOLED,C150_L4_POOLED,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,C150_4_AIAN,C150_4_NHPI,C150_4_2MOR,C150_4_NRA,C150_4_UNKN,C150_4_WHITENH,C150_4_BLACKNH,C150_4_API,C150_4_AIANOLD,C150_4_HISPOLD,C150_L4_WHITE,C150_L4_BLACK,C150_L4_HISP,C150_L4_ASIAN,C150_L4_AIAN,C150_L4_NHPI,C150_L4_2MOR,C150_L4_NRA,C150_L4_UNKN,C150_L4_WHITENH,C150_L4_BLACKNH,C150_L4_API,C150_L4_AIANOLD,C150_L4_HISPOLD,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25ABV,COMP_ORIG_YR2_RT,LO_INC_COMP_ORIG_YR2_RT,MD_INC_COMP_ORIG_YR2_RT,HI_INC_COMP_ORIG_YR2_RT,DEP_COMP_ORIG_YR2_RT,IND_COMP_ORIG_YR2_RT,FEMALE_COMP_ORIG_YR2_RT,MALE_COMP_ORIG_YR2_RT,LOAN_COMP_ORIG_YR2_RT,NOLOAN_COMP_ORIG_YR2_RT,FIRSTGEN_COMP_ORIG_YR2_RT,NOT1STGEN_COMP_ORIG_YR2_RT,COMP_ORIG_YR3_RT,LO_INC_COMP_ORIG_YR3_RT,MD_INC_COMP_ORIG_YR3_RT,HI_INC_COMP_ORIG_YR3_RT,DEP_COMP_ORIG_YR3_RT,IND_COMP_ORIG_YR3_RT,FEMALE_COMP_ORIG_YR3_RT,MALE_COMP_ORIG_YR3_RT,LOAN_COMP_ORIG_YR3_RT,NOLOAN_COMP_ORIG_YR3_RT,FIRSTGEN_COMP_ORIG_YR3_RT,NOT1STGEN_COMP_ORIG_YR3_RT,COMP_ORIG_YR4_RT,LO_INC_COMP_ORIG_YR4_RT,MD_INC_COMP_ORIG_YR4_RT,HI_INC_COMP_ORIG_YR4_RT,DEP_COMP_ORIG_YR4_RT,IND_COMP_ORIG_YR4_RT,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT,LOAN_COMP_ORIG_YR4_RT,NOLOAN_COMP_ORIG_YR4_RT,FIRSTGEN_COMP_ORIG_YR4_RT,NOT1STGEN_COMP_ORIG_YR4_RT,COMP_ORIG_YR6_RT,LO_INC_COMP_ORIG_YR6_RT,MD_INC_COMP_ORIG_YR6_RT,HI_INC_COMP_ORIG_YR6_RT,DEP_COMP_ORIG_YR6_RT,IND_COMP_ORIG_YR6_RT,FEMALE_COMP_ORIG_YR6_RT,MALE_COMP_ORIG_YR6_RT,LOAN_COMP_ORIG_YR6_RT,NOLOAN_COMP_ORIG_YR6_RT,FIRSTGEN_COMP_ORIG_YR6_RT,NOT1STGEN_COMP_ORIG_YR6_RT,COMP_ORIG_YR8_RT,COMP_4YR_TRANS_YR8_RT,LO_INC_COMP_ORIG_YR8_RT,MD_INC_COMP_ORIG_YR8_RT,HI_INC_COMP_ORIG_YR8_RT,DEP_COMP_ORIG_YR8_RT,IND_COMP_ORIG_YR8_RT,FEMALE_COMP_ORIG_YR8_RT,MALE_COMP_ORIG_YR8_RT,LOAN_COMP_ORIG_YR8_RT,NOLOAN_COMP_ORIG_YR8_RT,FIRSTGEN_COMP_ORIG_YR8_RT,NOT1STGEN_COMP_ORIG_YR8_RT
0.10300000000000001,,0.2752,,0.26647278264179003,,0.3947,0.1667,0.2662,0.0,0.0,,,0.381,0.0,,,,,,,,,,,,,,,,,,,,0.7081,,0.4741,,0.3615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.1277,,0.2048,,0.20277614795918,,,,,,,,,,,,,,,0.2342,0.1075,0.1818,0.0,0.6667,,0.2222,0.2857,,,,,,,,0.4789,,0.3867,0.2605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.1648,,0.2261,,0.20793095014110996,,,,,,,,,,,,,,,0.2398,0.1452,0.2336,0.5,0.3333,,0.25,0.0,,,,,,,,0.5546,,0.4024,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,0.038,,0.04419889502762,,,0.0429,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.4821,,0.0,,0.7819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2752,,0.3783,,0.37150324505781,,0.4,0.3742,0.3514,0.5,0.5,,,0.3333,0.4773,,,,,,,,,,,,,,,,,,,,0.6685,,0.3333,,0.7812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.1663,,0.1897,,0.20608230088495,,,,,,,,,,,,,,,0.2083,0.125,0.18899999999999997,,0.3333,0.0,,0.0,0.0667,,,,,,,0.4173,,0.6623,0.2326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.75,,0.75,,0.74697951807228,,,,,,,,,,,,,,,0.9129999999999999,0.5833,0.6667,0.75,,,0.5,,0.75,,,,,,,0.6111,,0.0,0.5817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8071,,0.915,,0.91310862745098,,0.9096,0.9032,0.9101,0.9576,1.0,1.0,0.9333,0.8358,0.9231,,,,,,,,,,,,,,,,,,,,0.9590000000000001,,,,0.1682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0321,,0.1178,,0.10165432473444,,,,,,,,,,,,,,,0.1099,0.0756,0.15,0.1597,0.0,,0.0417,0.0714,0.1154,,,,,,,0.6955,,0.5094,0.0708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.3113,,0.3216,,0.53894829931972,,,,,,,,,,,,,,,0.5,0.3333,0.3203,,0.0,,,,0.0,,,,,,,0.7961,,,0.5991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5358,,0.6667,,0.68079447476125,,0.6576,0.6136,0.6667,0.72,0.8,,,0.6667,0.8571,,,,,,,,,,,,,,,,,,,,0.8281,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0573,,0.1022,,0.06417185957213,,,,,,,,,,,,,,,0.1209,0.0374,0.109,0.375,0.0,,0.1667,,,,,,,,,0.4948,,0.3683,0.0667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3447,,0.5188,,0.51463614457831,,0.4884,0.6923,0.4724,0.7105,,1.0,0.8571,0.5455,0.1,,,,,,,,,,,,,,,,,,,,0.8755,,0.5,,0.4218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.29,,0.5306,,0.51799983732279,,0.5414,0.5105,0.5183,0.6429,0.2727,,,0.2857,,,,,,,,,,,,,,,,,,,,,0.7874,,0.6234,,0.5782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0768,,0.1141,,0.09383381294964001,,,,,,,,,,,,,,,0.1409,0.1029,0.1095,0.0526,0.1429,,0.0476,0.0,0.0,,,,,,,0.5406,,0.41,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0589,,0.1504,,0.14841109555477,,,,,,,,,,,,,,,0.1631,0.0863,0.1463,0.2128,0.4444,0.0,0.1373,0.1905,0.1522,,,,,,,0.6645,,0.5193,0.0755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3158,,0.4286,,0.41857651515151,,0.38799999999999996,0.5714,0.5303,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.6722,,,,0.8291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.375,,0.5313,,0.5469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7826,,,0.8571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.44299999999999995,,0.6262,,0.58726636363636,,0.6552,0.6667,0.6144,0.625,,0.25,,0.6667,0.8,,,,,,,,,,,,,,,,,,,,0.7718,,,,0.6657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.1226,,0.2134,,0.2213415282392,,,,,,,,,,,,,,,0.2379,0.0902,0.2176,0.4,0.0682,,,0.75,,,,,,,,0.4648,,0.3584,0.2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.1892,,0.5946,,0.47872021276595006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2813,,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.4694,,0.5452,,0.62128574468085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6333,,,0.6054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.4718,,0.615,,0.63392237442922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5072,,,0.7982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6736,,0.7702,,0.77986333703292,,0.7819,0.6557,0.8288,0.8059999999999999,0.625,0.8333,1.0,0.6753,0.0,,,,,,,,,,,,,,,,,,,,0.8936,,0.6667,,0.3127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.61,,0.6292,,0.64921647058823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.14,,0.249,,0.22951267880364,,,,,,,,,,,,,,,0.1954,0.1429,0.2583,0.0,0.25,,0.0,0.5,0.25,,,,,,,0.5895,,0.5056,0.0743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1467,,0.4103,,0.36310291262134997,,0.4364,0.3125,0.3421,0.3333,0.5,0.6667,,0.0,0.3333,,,,,,,,,,,,,,,,,,,,0.7389,,0.2,,0.7429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6504,,0.7307,,0.7152931944444401,,0.7381,0.7143,0.75,0.7222,0.25,,,,0.6,,,,,,,,,,,,,,,,,,,,0.8248,,,,0.5388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2379,,0.4371,,0.43452055602358,,0.4894,0.3603,0.368,0.4375,0.1429,,,0.5,0.5789,,,,,,,,,,,,,,,,,,,,0.7,,0.6154,,0.5944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.266,,0.5511,,0.56204988774135,,0.5752,0.561,0.4841,0.5652,0.5238,,,0.8571,0.5714,,,,,,,,,,,,,,,,,,,,0.7601,,0.6863,,0.5268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2946,,0.4018,,0.39255327102803,,0.3158,0.375,0.5,0.6667,,0.3333,1.0,0.2857,0.0,,,,,,,,,,,,,,,,,,,,0.6886,,,,0.6709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,0.3667,,0.3667,,,0.3333,0.5,,,,,0.75,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.4386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1378,,0.2794,,0.28187648114901004,,0.2661,0.1282,0.3354,0.0,0.0,,,0.25,0.0,,,,,,,,,,,,,,,,,,,,0.515,,0.25,,0.5472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2166,,0.4466,,0.44032159090909007,,0.4606,0.2879,0.4063,0.5556,0.25,,,0.25,0.8333,,,,,,,,,,,,,,,,,,,,0.6836,,0.5969,,0.5521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0212,,0.10300000000000001,,0.10005225454966,,,,,,,,,,,,,,,0.1079,0.0547,0.1317,0.1155,0.0769,0.1154,0.1129,0.2273,0.0357,,,,,,,0.5946,,0.484,0.3055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.04,,0.07400000000000001,,0.0750253411306,,,,,,,,,,,,,,,0.1154,0.0284,0.0513,0.0,0.0,0.0,0.0,0.0,0.1579,,,,,,,0.4358,,0.4185,0.4399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.1262,,0.2623,,0.25212731815657,,,,,,,,,,,,,,,0.2809,0.1618,0.302,0.2,0.1667,0.0,0.0,0.4,0.2687,,,,,,,0.4587,,0.3186,0.7372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.1078,,0.1765,,0.20003165217391,,,,,,,,,,,,,,,0.1957,0.1257,0.2093,0.1667,0.0,0.0,0.25,,0.3333,,,,,,,0.6585,,0.4379,0.2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1682,,0.3541,,0.34795583573487,,0.4175,0.2619,0.3397,0.2222,0.4,,,0.4286,0.1667,,,,,,,,,,,,,,,,,,,,0.6357,,0.4074,,0.5997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4963,,0.7934,,0.79210105210732,,0.8139,0.6613,0.7228,0.8201,0.7551,,,0.8481,0.75,,,,,,,,,,,,,,,,,,,,0.9007,,0.8869,,0.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1757,,0.4188,,0.41171696551724,,0.3822,0.4035,0.4172,0.5116,0.2222,,,0.5439,0.3846,,,,,,,,,,,,,,,,,,,,0.6932,,0.5056,,0.5824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5221,,0.8064,,0.8000850617108799,,0.8364,0.6898,0.7194,0.8438,0.8261,,,0.8357,1.0,,,,,,,,,,,,,,,,,,,,0.9445,,0.8015,,0.3818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5073,,0.7064,,0.66884386792452,,0.6782,0.5,0.6055,0.7952,1.0,,,0.9091,0.7778,,,,,,,,,,,,,,,,,,,,0.8637,,0.675,,0.5309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1218,,0.3825,,0.38848619082658,,0.3409,0.2,0.3869,0.3667,0.0,,,0.4765,0.3438,,,,,,,,,,,,,,,,,,,,0.6761,,0.45,,0.4686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2586,,0.4486,,0.44481337792641995,,0.4447,0.4565,0.4318,0.6111,0.25,,,,0.5,,,,,,,,,,,,,,,,,,,,0.612,,0.5,,0.4344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5867,,0.7545,,0.75726092937939,,0.78,0.5773,0.6623,0.7170000000000001,0.8333,1.0,0.6667,0.8519,0.6129,,,,,,,,,,,,,,,,,,,,0.8959999999999999,,1.0,,0.3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0169,,0.1236,,0.13553017902813,,0.0,0.1169,0.2222,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,0.8826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3106,,0.4394,,0.47570814717477,,0.5021,0.2955,0.39,0.1667,0.3333,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,0.6994,,,,0.7111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1958,,0.3373,,0.30110397727272,,0.3861,0.25,0.2993,0.5,0.0,,,0.3333,0.2,,,,,,,,,,,,,,,,,,,,0.6911,,0.3333,,0.2108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1076,,0.3111,,0.30550659993744,,0.2928,0.3763,0.3331,0.2325,0.1379,,,0.3896,,,,,,,,,,,,,,,,,,,,,0.6355,,0.3824,,0.5219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.6432,,0.7387,,0.7431774078478001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8058,,,0.6311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0646,,0.1615,,0.16235141196013,,0.25,0.1536,0.18,0.25,0.0,,,0.6111,0.0,,,,,,,,,,,,,,,,,,,,0.5326,,0.1346,,0.7206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3257,,0.5908,,0.59059769853024,,0.6026,0.5256,0.55,0.5556,0.7083,,,0.7333,0.5882,,,,,,,,,,,,,,,,,,,,0.8347,,0.6167,,0.48100000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.7129,,0.7129,,0.72567654867256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.209,,0.40299999999999997,,0.40776286407767,,0.4394,0.2368,0.5319,0.7143,,,,0.8,0.2368,,,,,,,,,,,,,,,,,,,,0.5113,,0.2857,,0.5361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.233,,0.4394,,0.42720988490182,,0.48200000000000004,0.3365,0.4918,0.4444,0.25,,,,0.6667,,,,,,,,,,,,,,,,,,,,0.7359,,0.5,,0.5573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7206,,0.8122,,0.8141626749611101,,0.8259,0.9286,0.8029999999999999,0.7955,0.5,,0.5714,0.8537,0.7619,,,,,,,,,,,,,,,,,,,,0.8839,,,,0.3799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.1386,,0.1871,,0.19787026378895997,,,,,,,,,,,,,,,0.25,0.0,0.1904,0.0,0.0,0.0,0.0,,0.1429,,,,,,,0.4929,,0.4706,0.1245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.3077,,0.3077,,0.328125,,,,,,,,,,,,,,,0.3158,,0.4,,0.0,,,,0.0,,,,,,,0.3082,,0.1571,0.4672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.1121,,0.1695,,0.16133451478855998,,,,,,,,,,,,,,,0.2198,0.1006,0.1822,0.1765,0.0476,0.0,0.0,0.381,0.0,,,,,,,0.5253,,0.3933,0.3614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.2999,,0.6188,,0.5864070927835,,,,,,,,,,,,,,,0.6692,0.5541,0.6073,0.7333,0.6,0.3333,0.4821,1.0,0.6667,,,,,,,0.6931,,,0.6217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.1389,,0.6667,,0.71169999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,0.8182,0.5518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.1738,,0.3014,,0.2860092,,,,,,,,,,,,,,,0.3081,0.3333,0.2581,0.0,0.2857,,0.4286,1.0,,,,,,,,0.5327,,0.4953,0.3554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.1795,,0.8205,,0.8235279411764699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.8333,0.5253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0614,,0.1177,,0.13001331269349,,,,,,,,,,,,,,,0.171,0.1034,0.0513,0.1429,0.0,,0.0909,,0.2,,,,,,,0.5589999999999999,,0.4379,0.1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,0.7037,0.3077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1179,,0.3198,,0.32658693693693003,,0.3652,0.3,0.1778,,0.25,0.5,0.0,0.4286,0.6667,,,,,,,,,,,,,,,,,,,,0.4508,,0.5769,,0.8171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0836,,0.1546,,0.15991501547987,,,,,,,,,,,,,,,0.1754,0.0213,0.1241,0.0,0.125,,0.1111,0.25,0.1087,,,,,,,0.4965,,0.3839,0.1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2254,,0.4047,,0.40394271235521,,0.4508,0.2462,0.3385,0.2857,0.0,,,0.0833,,,,,,,,,,,,,,,,,,,,,0.6672,,0.4375,,0.5287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.3274,,0.4629,,0.5140755704697899,,,,,,,,,,,,,,,0.5179,0.3818,0.4655,0.0,0.5,0.0,0.25,0.4167,,,,,,,,0.5932,,0.4069,0.0856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.11,,0.1761,,0.18003078283945,,,,,,,,,,,,,,,0.2271,0.1094,0.1572,0.092,0.0,0.0,0.2778,,0.0,,,,,,,0.6377,,0.4862,0.2272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0122,,0.2,,0.20898876404494,,1.0,0.1963,0.0,0.0,,,,0.8333,,,,,,,,,,,,,,,,,,,,,0.5158,,0.3333,,0.9202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.4255,,0.617,,0.64100512820512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8125,,,0.8074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.4558,,0.5398,,0.54190731182795,,,,,,,,,,,,,,,0.5561,0.5,0.5,0.0,1.0,0.0,0.0,,0.5,,,,,,,0.4667,,0.7121,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2957,,0.7902,,0.7849415676196501,,0.7978,0.5455,0.7481,0.8254,0.7333,0.5333,0.622,0.8302,0.8333,,,,,,,,,,,,,,,,,,,,0.8686,,0.7333,,0.1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3041,,0.5484,,0.51074797136038,,0.5063,0.5,0.5556,0.5556,0.0,0.4688,0.5,0.6667,0.0,,,,,,,,,,,,,,,,,,,,0.6094,,0.5,,0.1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5,,0.4167,,0.48836976744186,,0.439,,0.0,1.0,0.0,,,,0.3333,,,,,,,,,,,,,,,,,,,,0.6667,,,,0.8035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
