C100_4,C100_L4,C150_4,C150_L4,C150_4_POOLED,C150_L4_POOLED,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,C150_4_AIAN,C150_4_NHPI,C150_4_2MOR,C150_4_NRA,C150_4_UNKN,C150_4_WHITENH,C150_4_BLACKNH,C150_4_API,C150_4_AIANOLD,C150_4_HISPOLD,C150_L4_WHITE,C150_L4_BLACK,C150_L4_HISP,C150_L4_ASIAN,C150_L4_AIAN,C150_L4_NHPI,C150_L4_2MOR,C150_L4_NRA,C150_L4_UNKN,C150_L4_WHITENH,C150_L4_BLACKNH,C150_L4_API,C150_L4_AIANOLD,C150_L4_HISPOLD,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25ABV,COMP_ORIG_YR2_RT,LO_INC_COMP_ORIG_YR2_RT,MD_INC_COMP_ORIG_YR2_RT,HI_INC_COMP_ORIG_YR2_RT,DEP_COMP_ORIG_YR2_RT,IND_COMP_ORIG_YR2_RT,FEMALE_COMP_ORIG_YR2_RT,MALE_COMP_ORIG_YR2_RT,LOAN_COMP_ORIG_YR2_RT,NOLOAN_COMP_ORIG_YR2_RT,FIRSTGEN_COMP_ORIG_YR2_RT,NOT1STGEN_COMP_ORIG_YR2_RT,COMP_ORIG_YR3_RT,LO_INC_COMP_ORIG_YR3_RT,MD_INC_COMP_ORIG_YR3_RT,HI_INC_COMP_ORIG_YR3_RT,DEP_COMP_ORIG_YR3_RT,IND_COMP_ORIG_YR3_RT,FEMALE_COMP_ORIG_YR3_RT,MALE_COMP_ORIG_YR3_RT,LOAN_COMP_ORIG_YR3_RT,NOLOAN_COMP_ORIG_YR3_RT,FIRSTGEN_COMP_ORIG_YR3_RT,NOT1STGEN_COMP_ORIG_YR3_RT,COMP_ORIG_YR4_RT,LO_INC_COMP_ORIG_YR4_RT,MD_INC_COMP_ORIG_YR4_RT,HI_INC_COMP_ORIG_YR4_RT,DEP_COMP_ORIG_YR4_RT,IND_COMP_ORIG_YR4_RT,FEMALE_COMP_ORIG_YR4_RT,MALE_COMP_ORIG_YR4_RT,LOAN_COMP_ORIG_YR4_RT,NOLOAN_COMP_ORIG_YR4_RT,FIRSTGEN_COMP_ORIG_YR4_RT,NOT1STGEN_COMP_ORIG_YR4_RT,COMP_ORIG_YR6_RT,LO_INC_COMP_ORIG_YR6_RT,MD_INC_COMP_ORIG_YR6_RT,HI_INC_COMP_ORIG_YR6_RT,DEP_COMP_ORIG_YR6_RT,IND_COMP_ORIG_YR6_RT,FEMALE_COMP_ORIG_YR6_RT,MALE_COMP_ORIG_YR6_RT,LOAN_COMP_ORIG_YR6_RT,NOLOAN_COMP_ORIG_YR6_RT,FIRSTGEN_COMP_ORIG_YR6_RT,NOT1STGEN_COMP_ORIG_YR6_RT,COMP_ORIG_YR8_RT,COMP_4YR_TRANS_YR8_RT,LO_INC_COMP_ORIG_YR8_RT,MD_INC_COMP_ORIG_YR8_RT,HI_INC_COMP_ORIG_YR8_RT,DEP_COMP_ORIG_YR8_RT,IND_COMP_ORIG_YR8_RT,FEMALE_COMP_ORIG_YR8_RT,MALE_COMP_ORIG_YR8_RT,LOAN_COMP_ORIG_YR8_RT,NOLOAN_COMP_ORIG_YR8_RT,FIRSTGEN_COMP_ORIG_YR8_RT,NOT1STGEN_COMP_ORIG_YR8_RT
0.3571,,0.5649,,0.52472409240924,,0.5921,0.4167,0.2857,0.5,,,,0.5,0.64,,,,,,,,,,,,,,,,,,,,0.7623,,,,0.5611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7857,,,,0.8583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,0.3913,,0.40000857142857,,0.5833,0.1818,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,0.7937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5103,,0.6136,,0.60582367049009,,0.6469,0.3958,0.6667,0.25,0.0,0.0,0.6667,0.625,0.3333,,,,,,,,,,,,,,,,,,,,0.8244,,1.0,,0.7603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4752,,0.5561,,0.56957139175257,,0.6113,0.0833,0.3333,1.0,0.0,,,1.0,0.5714,,,,,,,,,,,,,,,,,,,,0.741,,,,0.7801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7902,,0.8648,,0.8549770491803199,,0.8632,0.25,0.8333,0.5714,,,1.0,0.9333,0.8824,,,,,,,,,,,,,,,,,,,,0.8668,,0.275,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0575,,0.2118,,0.20755349061145,,,,,,,,,,,,,,,0.2512,0.0978,0.1944,0.2727,0.0,,0.1818,0.2,0.1667,,,,,,,0.7026,,0.4529,0.0679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.6486,,0.6757,,0.73335222222222,,,,,,,,,,,,,,,0.5862,,1.0,1.0,,,,,1.0,,,,,,,0.5833,,,0.7158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0307,,0.135,,0.14426259168704,,,,,,,,,,,,,,,0.0769,0.0909,0.1496,0.0,,,0.0,0.0,0.1111,,,,,,,0.6952,,0.4778,0.0422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,,0.5,,0.42857142857142,,,,,,,,,,,,,,,0.4615,0.5,1.0,,,,,,,,,,,,,0.5625,,0.6667,0.5826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.25,,0.25,,0.33929464285714,,,,0.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,0.5185,,0.0,,0.6293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.4091,,0.5909,,0.56860980392156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8571,,0.8333,0.2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4962,,0.6288,,0.63332497365648,,0.6516,0.6667,0.4643,0.6,1.0,,0.4167,0.0,0.5938,,,,,,,,,,,,,,,,,,,,0.7826,,,,0.6943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3406,,0.5338,,0.54763939008894,,0.6082,0.3143,0.3922,0.3929,0.0,,,0.7273,0.55,,,,,,,,,,,,,,,,,,,,0.7925,,0.5,,0.7005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2525,,0.4961,,0.50297550077041,,0.5946,0.27899999999999997,0.4402,0.5745,0.6667,,,0.56,0.4141,,,,,,,,,,,,,,,,,,,,0.7053,,0.4286,,0.6685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0833,,0.2738,,0.316635,,,,,,,,,,,,,,,0.4348,0.1622,0.3333,0.0,0.0,,1.0,,,,,,,,,0.3333,,0.25,0.9467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8536,,0.9331,,0.93739368836291,,0.9417,0.9268,0.8851,0.9408,1.0,1.0,1.0,0.9008,0.8889,,,,,,,,,,,,,,,,,,,,0.9686,,,,0.3237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0504,,0.2185,,0.21128979143798002,,0.2862,0.0769,0.1748,0.2605,0.0,,,0.6667,0.3284,,,,,,,,,,,,,,,,,,,,0.6034,,0.3409,,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0513,,0.17300000000000001,,0.15730128813559,,,,,,,,,,,,,,,0.2067,0.1379,0.1395,0.1655,0.0,0.0,0.0417,,0.1818,,,,,,,0.7508,,0.4712,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.04,,0.52,,0.6518444444444399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8421,,,0.9059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4444,,0.5593,,0.5664270479134399,,0.598,0.2128,0.3667,0.8333,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,0.7689,,,,0.7235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0932,,0.2041,,0.18079519519519002,,,,,,,,,,,,,,,0.2874,0.0503,0.1765,0.1667,0.0,0.5,0.0,,0.1957,,,,,,,0.6078,,0.4553,0.2759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.4884,,0.7209,,0.69227692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7143,,,0.5259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0453,,0.1547,,0.13852926829268,,,,,,,,,,,,,,,0.2195,0.1154,0.1373,0.0,0.0,,0.25,,0.1111,,,,,,,0.4093,,0.3424,0.2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.1563,,0.875,,0.81177411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,,,0.6714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3306,,0.4898,,0.49688350730687997,,0.5511,0.3111,0.4,0.25,1.0,,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,0.7564,,,,0.7023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.4867,,0.5221,,0.49176598360655005,,,,,,,,,,,,,,,0.5408,0.25,1.0,,1.0,,0.4,,,,,,,,,0.55,,,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1624,,0.2604,,0.27076632860039995,,0.4375,0.16,0.4286,0.0833,0.5,0.0,1.0,,0.1896,,,,,,,,,,,,,,,,,,,,0.4613,,0.175,,0.8376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.4387,,0.523,,0.5174467194043699,,,,,,,,,,,,,,,0.5473,0.2405,0.6154,0.3333,0.4286,,,,0.0,,,,,,,0.6243,,0.5161,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0915,,0.2324,,0.22362422360248,,,,,,,,,,,,,,,0.2389,0.1613,0.2,1.0,,,,,,,,,,,,0.5609,,0.2805,0.1419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.741,,0.4738,,0.4671683950617199,,0.6103,0.3252,0.5862,0.4286,0.0,,,0.75,0.4074,,,,,,,,,,,,,,,,,,,,0.5043,,0.0,,0.8195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.067,,0.2511,,0.23512934196332,,,,,,,,,,,,,,,0.2731,0.0864,0.2766,0.0667,0.0,,0.2143,1.0,0.25,,,,,,,0.6825,,0.4618,0.0952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.1757,,0.2973,,0.29763571428571,,,,,,,,,,,,,,,0.3559,0.0,0.3333,,,,,,,,,,,,,0.4179,,0.5161,0.8802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2727,,0.4463,,0.42126851063828996,,0.494,0.1176,0.6667,1.0,0.0,,,,0.5,,,,,,,,,,,,,,,,,,,,0.6408,,,,0.8148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1809,,0.3035,,0.34270255376344005,,0.3648,0.2075,0.2639,0.2258,0.3333,,,0.3333,0.3333,,,,,,,,,,,,,,,,,,,,0.6503,,0.4667,,0.7253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.47600000000000003,,0.6274,,0.62913171355498,,0.6838,0.3243,0.6098,0.5,,,,0.6667,0.6667,,,,,,,,,,,,,,,,,,,,0.8068,,,,0.6491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3793,,0.5616,,0.5636244389027399,,0.6063,0.2857,0.5,0.5,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,0.8101,,,,0.6871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3218,,0.5448,,0.50949278937381,,0.6564,0.3793,0.3723,0.625,1.0,,1.0,0.0,0.5417,,,,,,,,,,,,,,,,,,,,0.7479,,1.0,,0.7531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3322,,0.4868,,0.46136373429084004,,0.5667,0.41100000000000003,0.2381,0.125,0.0,,,0.3333,0.5,,,,,,,,,,,,,,,,,,,,0.7917,,0.75,,0.5406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.2361,,0.3476,,0.31996866666665996,,,,,,,,,,,,,,,0.3646,0.3,0.1905,,0.0,,,,0.4444,,,,,,,0.6411,,0.5263,0.1414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.1685,,0.2584,,0.27041020408163,,,,,,,,,,,,,,,0.2923,0.2,0.0,,,0.0,,,,,,,,,,0.4947,,0.381,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1852,,0.2963,,0.37838108108108,,0.3478,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,0.625,,,,0.7835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0.3199,,0.28498708388814004,,0.0,0.1667,0.3171,0.4722,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.18,,0.27,,0.25344746543777996,,,,,,,,,,,,,,,0.33799999999999997,0.0769,0.0,0.0,0.0,,,,0.2,,,,,,,0.5909,,0.3182,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.3636,,0.7455,,0.72133606557377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7692,,,0.3277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.2393,,0.3681,,0.304356,,,,,,,,,,,,,,,0.3766,0.1538,0.0,1.0,,,,,,,,,,,,0.6579999999999999,,0.4651,0.1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.4783,,0.6522,,0.68184393939393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7059,,,0.5676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2455,,0.4433,,0.43854769140853,,0.5167,0.3107,0.4091,0.3077,0.25,,,0.7143,0.381,,,,,,,,,,,,,,,,,,,,0.6814,,0.3636,,0.6092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2867,,0.505,,0.5045581949651801,,0.5375,0.368,0.4167,0.4242,0.0,,,0.1818,0.4444,,,,,,,,,,,,,,,,,,,,0.7264,,0.3611,,0.5999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0255,,0.4674,,0.48438259441707,,,,,,,,,,,,,,,1.0,0.2451,0.1818,,,,,0.5714,,,,,,,,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,0.2353,,0.20968709677419,,0.2353,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0818,,0.1773,,0.19525238095238,,,,,,,,,,,,,,,0.0794,0.2673,0.1277,0.0,,,0.0,,0.1429,,,,,,,0.3851,,0.289,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.875,,1.0,,0.9705911764705799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4511,,0.5787,,0.58016223628691,,0.6158,0.1765,0.7778,0.1429,,,,0.5714,0.5556,,,,,,,,,,,,,,,,,,,,0.8424,,1.0,,0.7149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3582,,0.4627,,0.45817491638795005,,0.5283,0.0833,0.0,0.4286,,,,,0.3333,,,,,,,,,,,,,,,,,,,,0.7747,,,,0.8802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0473,,0.1165,,0.13125103422339,,,,,,,,,,,,,,,0.1553,0.0655,0.1156,0.1304,0.0,0.3333,0.0909,,0.1296,,,,,,,0.6348,,0.47100000000000003,0.0495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.3617,,0.5957,,0.66663166666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5333,,0.5,0.4638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6,,0.8,,0.74999642857142,,0.7727,0.6667,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.8667,,,,0.6842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0988,,0.2412,,0.26863462732919,,,,,,,,,,,,,,,0.2938,0.0976,0.1873,0.2917,0.0,0.0,0.0741,,0.1765,,,,,,,0.6946,,0.4955,0.1379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7290000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2968,,0.5426,,0.55213619631901,,0.561,0.4781,0.5094,0.5238,0.3333,,,0.6667,0.4875,,,,,,,,,,,,,,,,,,,,0.7205,,0.4524,,0.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7966,,0.8931,,0.88015,,0.8968,0.9048,0.8421,0.8627,,,1.0,0.8571,1.0,,,,,,,,,,,,,,,,,,,,0.9329999999999999,,,,0.4926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0805,,0.2149,,0.22820134824070998,,,,,,,,,,,,,,,0.2475,0.0531,0.2159,0.0928,0.0,0.0,0.1975,,0.2917,,,,,,,0.684,,0.4738,0.0837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0813,,0.1626,,0.12758758620688998,,,,,,,,,,,,,,,0.2128,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.4296,,0.2222,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4796,,0.6278,,0.59959587831207,,0.6468,0.4286,0.5714,0.3333,0.5,,,0.6471,0.4545,,,,,,,,,,,,,,,,,,,,0.7465,,0.5,,0.4688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.25,,0.5,,0.51614516129032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3704,,0.5945,,0.59416068564036,,0.6205,0.4419,0.5176,0.4231,0.4286,0.6667,0.6667,0.5,0.3182,,,,,,,,,,,,,,,,,,,,0.8141,,0.5,,0.5917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5617,,0.6983,,0.67208146639511,,0.7638,0.1364,0.7143,0.5,,,0.75,0.625,,,,,,,,,,,,,,,,,,,,,0.8122,,0.0,,0.7631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.621,,0.7784,,0.7579509630400799,,0.7906,0.6486,0.7143,0.6111,0.5,,,0.8125,0.7692,,,,,,,,,,,,,,,,,,,,0.9014,,0.0,,0.5742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1799,,0.2394,,0.27475135135135004,,0.2698,0.2,0.2143,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.5772,,0.3684,,0.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.25,,0.25,,0.15555555555554998,,,,,,,,,,,,,,,0.3077,0.1429,0.0,,,,,,0.3333,,,,,,,0.6939,,0.6512,0.8868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,,0.6559,,0.65340056818181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8421,,0.8333,0.7534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7467,,0.8017,,0.7967094936708801,,0.7918,0.8,0.75,0.92,0.0,,0.7,0.875,,,,,,,,,,,,,,,,,,,,,0.9267,,,,0.5551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.7632,,0.7632,,0.77614179104477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.875,,,0.5238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.1429,,0.6786,,0.6956608695652099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,0.4184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6471,,0.7152,,0.7126959871589,,0.7233,0.6875,0.5556,0.6923,1.0,,0.5714,0.7778,0.6538,,,,,,,,,,,,,,,,,,,,0.8419,,,,0.5414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5276,,0.6445,,0.6393104972375601,,0.6449,0.5263,0.5294,0.8333,0.0,,0.6875,0.6667,0.7059,,,,,,,,,,,,,,,,,,,,0.8453,,,,0.5252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
