city_id,city_name,state_id,region_id,latitude,longitude
1647,Miami,12,5,25.878865,-80.196136
1648,Miami,40,6,36.878213,-94.864828
1649,Miami Beach,12,5,25.7949,-80.141334
1650,Miami Gardens,12,5,25.917854,-80.270672
1651,Miami Lakes,12,5,25.916128,-80.29513
1652,Miamisburg,39,3,39.62815,-84.22316
1653,Michigan City,18,3,41.681625,-86.896998
1654,Middleburg Heights,39,3,41.3644,-81.832474
1655,Middlebury,50,1,44.009117,-73.176068
1656,Middlesboro,21,5,36.605544,-83.7152
1657,Middleton,55,3,43.087708,-89.52793
1658,Middletown,9,1,41.539516,-72.611838
1659,Middletown,36,2,41.439476,-74.426885
1660,Middletown,39,3,39.503851,-84.354709
1661,Middletown,42,2,40.205234,-76.741961
1662,Middletown,51,5,39.036001,-78.267325
1663,Midland,26,3,43.628996,-84.276276
1664,Midland,48,6,32.028578,-102.10539
1665,Midlothian,51,5,37.438104,-77.594067
1666,Midvale,49,7,40.618239,-111.865553
1667,Midway,21,5,38.144432,-84.679335
1668,Midwest City,40,6,35.444315,-97.413925
1669,Milan,39,3,41.333161,-82.62922
1670,Milan,47,5,35.917765,-88.758926
1671,Miles City,30,7,46.404636,-105.826609
1672,Milford,9,1,41.249749,-73.046359
1673,Mill Creek,42,2,40.434249,-77.927438
1674,Milledgeville,13,5,33.082787,-83.231962
1675,Millersville,42,2,39.99813,-76.355091
1676,Millersville,24,2,NULL,NULL
1677,Milligan College,47,5,36.30036,-82.29499
1678,Milpitas,6,8,37.410897,-121.893911
1679,Milton,12,5,30.646762,-87.100567
1680,Milton,25,1,42.261615,-71.058559
1681,Milwaukee,55,3,42.983518,-87.965498
1682,Minden,22,5,32.586426,-93.269351
1683,Mineola,36,2,40.742666,-73.638257
1684,Minneapolis,27,4,44.98137,-93.265741
1685,Minnetonka,27,4,44.968179,-93.446076
1686,Minot,38,4,48.23524,-101.293402
1687,Miramar,12,5,26.175119,-80.203007
1688,Misenheimer,37,5,35.484696,-80.283168
1689,Mishawaka,18,3,41.677671,-86.191642
1690,Mission,46,4,43.298878,-100.622549
1691,Mission Viejo,6,8,33.551925,-117.664876
1692,Mississippi State,28,5,33.454809,-88.788979
1693,Missoula,30,7,46.88111,-114.024111
1694,Mitchell,46,4,43.695995,-98.030566
1695,Moberly,29,4,39.395963,-92.427259
1696,Mobile,1,5,30.793247,-88.128934
1697,Moca,72,9,18.38728,-67.110123
1698,Modesto,6,8,37.645217,-120.99689
1699,Mokena,17,3,NULL,NULL
1700,Moline,17,3,41.475983,-90.449497
1701,Monaca,42,2,40.654825,-80.305272
1702,Monessen,42,2,40.161692,-79.88832
1703,Monmouth,17,3,40.91459,-90.637909
1704,Monmouth,41,8,44.851866,-123.238785
1705,Monroe,22,5,32.527957,-92.073855
1706,Monroe,26,3,41.90662,-83.406033
1707,Monroe,37,5,34.991683,-80.543805
1708,Monroe,55,3,42.60165,-89.637751
1709,Monroe,36,2,41.335099,-74.161452
1710,Monroeville,1,5,31.488925,-87.326352
1711,Monroeville,42,2,40.442498,-79.77612
1712,Monrovia,6,8,34.14241,-117.987931
1713,Monsey,36,2,41.114311,-74.072771
1714,Mont Alto,42,2,39.841914,-77.544068
1715,Montclair,34,2,40.859233,-74.199455
1716,Monterey,6,8,36.599827,-121.896813
1717,Monterey Park,6,8,34.039205,-118.148384
1718,Montevallo,1,5,33.10625,-86.865099
1719,Montgomery,1,5,32.362609,-86.17401
1720,Montgomery,54,5,38.179427,-81.325199
1721,Monticello,5,5,33.589788,-91.812971
1722,Montpelier,50,1,44.261202,-72.55937
1723,Montreat,37,5,35.645844,-82.297522
1724,Moon Township,42,2,40.521088,-80.211785
1725,Moore,40,6,35.300757,-97.491107
1726,Moorefield,54,5,39.07539,-78.93209
1727,Moorestown,34,2,39.94847,-74.955631
1728,Mooresville,37,5,35.596894,-80.816426
1729,Moorhead,27,4,46.859423,-96.765567
1730,Moorhead,28,5,33.444906,-90.502053
1731,Moorpark,6,8,34.300018,-118.836624
1732,Moosic,42,2,41.374143,-75.700029
1733,Moraga,6,8,37.83997,-122.106795
1734,Morehead,21,5,38.188462,-83.429742
1735,Morehead City,37,5,34.724636,-76.756673
1736,Moreno Valley,6,8,33.915981,-117.228072
1737,Morgan City,22,5,29.690728,-91.197848
1738,Morganton,37,5,35.722876,-81.687345
1739,Morgantown,54,5,39.611165,-79.957275
1740,Morrilton,5,5,35.172136,-92.728507
1741,Morris,27,4,45.589829,-95.901756
1742,Morris Plains,34,2,40.855589,-74.486405
1743,Morrison,17,3,41.7971,-89.965963
1744,Morristown,34,2,40.811385,-74.502182
1745,Morristown,47,5,36.205155,-83.299259
1746,Morrisville,36,2,42.89432,-75.645231
1747,Morrisville,37,5,35.86518,-78.822371
1748,Morrow,13,5,33.57233,-84.336098
1749,Moscow,16,7,46.726894,-117.024296
1750,Moses Lake,53,8,47.185083,-119.318507
1751,Moultrie,13,5,31.198805,-83.76519
1752,Mount Berry,13,5,34.289254,-85.189077
1753,Mount Braddock,42,2,39.945486,-79.645935
1754,Mount Carmel,17,3,38.4293,-87.78205
1755,Mount Gay,54,5,37.851756,-82.023014
1756,Mount Hope,54,5,37.853339,-81.20115
1757,Mount Kisco,36,2,41.22085,-73.728423
1758,Mount Olive,37,5,35.206314,-78.071265
1759,Mount Pleasant,19,4,40.973689,-91.552588
1760,Mount Pleasant,26,3,43.591137,-84.775275
1761,Mount Pleasant,48,6,33.104937,-94.881862
1762,Mount Prospect,17,3,42.074096,-87.930934
1763,Mount Sterling,21,5,38.075504,-83.949364
1764,Mount Vernon,13,5,32.185718,-82.586136
1765,Mount Vernon,19,4,41.925982,-91.425435
1766,Mount Vernon,36,2,40.912476,-73.837751
1767,Mount Vernon,39,3,40.373859,-82.474667
1768,Mount Vernon,53,8,48.418546,-122.338548
1769,Mountain Home,5,5,36.335336,-92.383355
1770,Mountlake Terrace,53,8,47.778682,-122.313331
1771,Mt. Kisco,36,2,41.21741,-73.718131
1772,Mt. Pleasant,19,4,40.96244,-91.525508
1773,Mulberry,12,5,27.937199,-81.986011
1774,Mullins,45,5,34.188895,-79.326868
1775,Muncie,18,3,40.198942,-85.408863
1776,Mundelein,17,3,42.281376,-88.00048
1777,Murfreesboro,37,5,36.436258,-77.099141
1778,Murfreesboro,47,5,35.849139,-86.362094
1779,Murphy,37,5,35.067021,-83.966476
1780,Murray,21,5,36.61241,-88.323493
1781,Murray,49,7,40.644877,-111.888447
1782,Murrieta,6,8,NULL,NULL
1783,Muscle Shoals,1,5,34.739567,-87.67733
1784,Muskegon,26,3,43.244133,-86.196717
1785,Muskogee,40,6,35.77707,-95.335337
1786,Myerstown,42,2,40.372981,-76.306252
1787,Myrtle Beach,45,5,33.74785,-78.815652
1788,N Little Rock,5,5,34.75933,-92.261331
1789,Nacogdoches,48,6,31.58562,-94.58546
1790,Nampa,16,7,43.563181,-116.564792
1791,Nanticoke,42,2,41.193154,-75.993218
1792,Nanuet,36,2,41.099737,-74.021088
1793,Napa,6,8,38.27254,-122.272565
1794,Naperville,17,3,41.775304,-88.143649
1795,Naples,12,5,26.141199,-81.763355
1796,Nashotah,55,3,43.093621,-88.414635
1797,Nashua,33,1,42.776362,-71.514293
1798,Nashville,47,5,36.147005,-86.663047
1799,Natchez,28,5,NULL,NULL
1800,Natchitoches,22,5,31.750675,-93.097715
1801,National City,6,8,32.676762,-117.090235
1802,Nederland,48,6,29.982161,-93.997457
1803,Needham,25,1,42.292842,-71.264047
1804,Nelsonville,39,3,39.443298,-82.221749
1805,Neosho,29,4,36.811709,-94.363218
1806,Nevada,29,4,37.836127,-94.371311
1807,New  York,36,2,40.751775,-73.981291
1808,New Albany,18,3,38.342992,-85.819376
1809,New Baltimore,26,3,42.676866,-82.751187
1810,New Bedford,25,1,41.633881,-70.929296
1811,New Bern,37,5,35.111516,-77.102232
1812,New Boston,39,3,38.751229,-82.937763
1813,New Braunfels,48,6,29.701875,-98.12595
1814,New Brighton,27,4,45.057139,-93.224977
1815,New Britain,9,1,41.690258,-72.770094
1816,New Brunswick,34,2,40.501935,-74.460811
1817,New Carrollton,24,2,38.956205,-76.869467
1818,New Castle,10,2,39.682299,-75.586998
1819,New Castle,42,2,41.013434,-80.351753
1820,New Concord,39,3,39.996635,-81.737192
1821,New Cumberland,54,5,40.532417,-80.620645
1822,New Haven,9,1,41.332519,-72.923848
1823,New Kensington,42,2,40.561509,-79.766475
1824,New Lenox,17,3,41.509958,-87.927816
1825,New London,9,1,41.379833,-72.107321
1826,New London,33,1,43.411663,-71.975805
1827,New Orleans,22,5,29.965586,-90.088158
1828,New Paltz,36,2,41.737205,-74.088727
1829,New Philadelphia,39,3,40.467736,-81.407707
1830,New Port Richey,12,5,28.2751,-82.646727
1831,New Rochelle,36,2,40.927107,-73.785635
1832,New Town,38,4,47.983311,-102.472814
1833,New Ulm,27,4,44.3046,-94.473422
1834,New Wilmington,42,2,41.118456,-80.331376
1835,New York,36,2,40.739862,-74.002085
1836,New York City,36,2,40.756613,-73.965332
1837,Newark,10,2,39.6795744,-75.7529169
1838,Newark,34,2,40.738444,-74.178234
1839,Newark,39,3,40.069314,-82.447441
1840,Newark,36,2,43.041349,-77.083344
1841,Newberg,41,8,45.30399,-122.968394
1842,Newbern,47,5,36.119958,-89.25718
1843,Newberry,45,5,34.286201,-81.601966
1844,Newburgh,36,2,41.511212,-74.012906
1845,Newburgh,18,3,37.979811,-87.449341
1846,Newington,9,1,41.685072,-72.710705
1847,Newport,44,1,41.471445,-71.301125
1848,Newport,21,5,39.086241,-84.478738
1849,Newport,41,8,44.635975,-124.051262
1850,Newport,5,5,35.640328,-91.189524
1851,Newport  News,51,5,37.084615,-76.458895
1852,Newport Beach,6,8,33.641393,-117.865722
1853,Newport News,51,5,37.059919,-76.488408
1854,Newton,25,1,42.342712,-71.243738
1855,Newton,34,2,41.067633,-74.758079
1856,Newton Centre,25,1,42.324729,-71.189586
1857,Newtown,42,2,40.239102,-74.965841
1858,Newtown,9,1,41.39287,-73.290981
1859,Niagara Falls,36,2,43.106386,-78.983878
1860,Niagara University,36,2,43.138222,-79.037737
1861,Niantic,9,1,41.325944,-72.192653
1862,Niceville,12,5,30.537148,-86.475467
1863,Nicholasville,21,5,37.866379,-84.579948
1864,Niles,17,3,42.026599,-87.814865
1865,Niles,39,3,41.204491,-80.739676
1866,Noblesville,18,3,40.03632,-86.012158
1867,Norco,6,8,33.91675,-117.568201
1868,Norcross,13,5,33.934121,-84.155475
1869,Norfolk,31,4,42.049301,-97.397591
1870,Norfolk,51,5,36.869409,-76.209528
1871,Normal,1,5,34.783368,-86.568502
1872,Normal,17,3,40.509724,-88.99234
1873,Norman,40,6,35.203764,-97.466791
1874,North  Little Rock,5,5,34.781993,-92.296729
1875,North Adams,25,1,42.692427,-73.1035
1876,North Andover,25,1,42.668352,-71.124216
1877,North Augusta,45,5,33.497167,-81.959462
1878,North Aurora,17,3,41.80011,-88.32608
1879,North Bay Village,12,5,25.84825,-80.15473
1880,North Brunswick,34,2,40.467138,-74.444265
1881,North Canton,39,3,40.869332,-81.437798
1882,North Charleston,45,5,32.953662,-80.041206
1883,North Chesterfield,51,5,37.460414,-77.542139
1884,North Chicago,17,3,42.300069,-87.859632
1885,North Dartmouth,25,1,41.628861,-71.005528
1886,North East,24,2,39.642225,-75.955949
1887,North East,42,2,42.2196,-79.835671
1888,North Haven,9,1,41.394495,-72.85745
1889,North Hollywood,6,8,34.182673,-118.396131
1890,North Las Vegas,32,8,36.21675,-115.190451
1891,North Little Rock,5,5,34.753621,-92.266336
1892,North Manchester,18,3,41.011609,-85.758762
1893,North Mankato,27,4,44.174326,-94.04741
1894,North Miami,12,5,25.894337,-80.164797
