UNITID,C100_4,C100_L4,C150_4,C150_L4,C150_4_POOLED,C150_L4_POOLED,C150_4_WHITE,C150_4_BLACK,C150_4_HISP,C150_4_ASIAN,C150_4_AIAN,C150_4_NHPI,C150_4_2MOR,C150_4_NRA,C150_4_UNKN,C150_L4_WHITE,C150_L4_BLACK,C150_L4_HISP,C150_L4_ASIAN,C150_L4_AIAN,C150_L4_NHPI,C150_L4_2MOR,C150_L4_NRA,C150_L4_UNKN,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN
107992,,0.2655,,0.4068,,0.411459401,,,,,,,,,,0.47,0.2537,0.6,,1,,,1,1,,0.599,,0.2727,0.1416
108065,,0.8667,,0.8667,,0.794108824,,,,,,,,,,,,,,,,,,,,0.25,,0.3333,0
108092,0.1288,,0.2578,,0.244191258,,0.2556,0.1818,0.2615,0.3125,0.3019,,,0.5,,,,,,,,,,,0.6612,,0.325,,0.3813
108232,0.0497,,0.3111,,0.314562263,,0.2595,0.1746,0.1875,0.3956,0.3333,,,0.5676,0.2746,,,,,,,,,,0.7644,,0.4844,,0.5524
108250,,,0.3388,,0.373262673,,0.3333,0.2692,0.55,0.2727,0,,,,,,,,,,,,,,,,,,0.7667
108269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108348,,0.7222,,0.7222,,0.75651913,,,,,,,,,,,,,,,,,,,,0.7895,,,1
108649,,0.7031,,0.7031,,0.701224481,,,,,,,,,,,,,,,,,,,,0.8158,,0.7143,0.6768
108667,,0.0718,,0.2044,,0.237574413,,,,,,,,,,0.1818,0.1364,0.1333,0.2787,,,0.125,0.2308,0.6667,,0.6302,,0.3285,0.0117
108807,,0.0998,,0.264,,0.266486017,,,,,,,,,,0.316,0.0909,0.2463,0.2632,0,0.1429,0.3333,0.1,,,0.747,,0.5357,0.0231
108852,,0.6071,,0.6071,,0.605696,,,,,,,,,,0.6552,1,0.6,,1,,0.4,0.619,0.375,,0.597,,,0.6008
108861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108977,,0.1,,0.5,,0.705876471,,,,,,,,,,,,,,,,,,,,0.6,,1,0.54
109040,,0.2909,,0.6338,,0.622001497,,,,,,,,,,0.6769,0.5079,0.6598,0.7723,0.5,0.5909,0.4667,,0.7386,,0.7246,,,0.6497
109086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109208,,0.0712,,0.2703,,0.268510628,,,,,,,,,,0.2776,0.0879,0.2805,0.4455,0,0.4286,0.241,0.4375,0.2101,,0.699,,0.4385,0.056
109350,,0.0722,,0.2381,,0.262725922,,,,,,,,,,0.2921,0.1267,0.24,0.3548,0,0,0.1702,0.3333,0.2647,,0.75,,0.5197,0.151
109651,0.3134,,0.6716,,0.654766667,,0.4375,0,0.8571,0.7931,,,,0.6923,,,,,,,,,,,0.764,,,,0.4929
109721,,0.3896,,0.6104,,0.593473469,,,,,,,,,,,,,,,,,,,,0.6913,,,0.3682
109730,,0.6017,,0.6623,,0.642006697,,,,,,,,,,,,,,,,,,,,,,,0.8579
109785,0.4679,,0.6716,,0.661536017,,0.7072,0.5217,0.5875,0.6747,0.4,,0.58,0.6,0.7632,,,,,,,,,,0.8496,,0.25,,0.5172
109819,,0.0842,,0.2305,,0.198386986,,,,,,,,,,0.3463,0.1642,0.1937,0.2128,0.2,0.5,0.2051,0.125,0,,0.7047,,0.5076,0.0328
109907,,0.049,,0.0931,,0.128053951,,,,,,,,,,0.0789,0,0.1184,0.3333,0,0,0.0769,0,0,,0.4219,,0.2414,0
109934,,0.0313,,0.5781,,0.578962105,,,,,,,,,,0.8,0.4167,0.5676,1,,1,0.5714,,,,0.9231,,,0.6755
110060,0.4167,,0.75,,0.775855172,,,1,,0.7273,,,,,,,,,,,,,,,0.8235,,1,,0.2078
110097,0.5083,,0.6891,,0.685625505,,0.7211,0.45,0.7257,0.6941,0.5,0.2,0.8333,0.8571,0.0968,,,,,,,,,,0.87,,,,0.6176
110185,0.5276,,0.5591,,0.452325442,,0.5455,0,0.6667,0.3333,,,0.3333,,0.5909,,,,,,,,,,0.8182,,0.7083,,0.6321
110194,,0.8974,,0.9103,,0.911260539,,,,,,,,,,,,,,,,,,,,0.8571,,,0.8013
110219,,,0.0394,,0.041675397,,0.0362,0.0313,0.0568,0.0625,0,,0,,0,,,,,,,,,,,,,,0.7468
110246,,0.1149,,0.298,,0.291540923,,,,,,,,,,0.3244,0.3,0.2459,0.1159,0.1176,0,,0.4483,0.2941,,0.6987,,0.4978,0.1223
110307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76
110334,,0.0515,,0.2713,,0.272751694,,,,,,,,,,0.3256,0.25,0.1944,0.3846,0.5,0,0.283,0.3333,0.5455,,0.7044,,0.4774,0.0317
110361,0.4005,,0.5538,,0.568058099,,0.6145,0.2162,0.4946,0.5,0.5,,0.75,0.7619,0.4737,,,,,,,,,,0.8252,,0.3462,,0.7711
110370,0.2874,,0.5425,,0.575060739,,0.4911,0.4,0.7143,0.5349,0.5,1,,0.6923,0.4545,,,,,,,,,,0.8017,,,,0.5273
110398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110404,0.8475,,0.9153,,0.922917559,,0.8925,1,0.9231,0.9375,,1,,0.92,0.75,,,,,,,,,,0.9717,,,,0.2303
110413,0.583,,0.6577,,0.677730022,,0.6895,0.9167,0.5938,0.5588,1,1,0.5,0.5,0.5,,,,,,,,,,0.8296,,,,0.5765
110422,0.3614,,0.75,,0.720341528,,0.7824,0.5,0.655,0.6685,0.7308,0.7059,,0.6667,0.7774,,,,,,,,,,0.9257,,0.875,,0.3391
110468,,,,,,,,,,,,,,,,,,,,,,,,,0.8333,,0,,0.1592
110486,0.1598,,0.4118,,0.403405227,,0.4437,0.1667,0.4684,0.3725,0.4545,0.25,,0.2,0.3411,,,,,,,,,,0.7317,,0.4211,,0.4069
110495,0.1479,,0.5328,,0.526260475,,0.571,0.5172,0.5279,0.4186,0.2857,0.6364,,0.4,0.5556,,,,,,,,,,0.8467,,0.6047,,0.3966
110510,0.1258,,0.4796,,0.447889362,,0.5333,0.3815,0.4831,0.4922,0.5,0.2667,,0.3621,0.5747,,,,,,,,,,0.8762,,0.6923,,0.4476
110529,0.1178,,0.5638,,0.540799093,,0.6059,0.4,0.4972,0.6411,0.5333,0.7059,,0.3594,0.6171,,,,,,,,,,0.8883,,0.7586,,0.3963
110538,0.1969,,0.5926,,0.576600184,,0.6277,0.4189,0.4676,0.5528,0.56,0.45,,0.6207,0.65,,,,,,,,,,0.8739,,0.5833,,0.459
110547,0.0472,,0.3228,,0.307954883,,0.5143,0.2315,0.3676,0.3226,,0.3125,,0.45,0.3158,,,,,,,,,,0.7966,,0.5313,,0.3827
110556,0.1472,,0.5236,,0.505388681,,0.6305,0.3868,0.4889,0.439,0.5625,0.6,,0.5455,0.6087,,,,,,,,,,0.8301,,0.4747,,0.3316
110565,0.1394,,0.5572,,0.5465796,,0.6227,0.4306,0.491,0.6203,0.5926,0.48,,0.5479,0.5336,,,,,,,,,,0.8856,,0.671,,0.3308
110574,0.104,,0.3813,,0.38108392,,0.4149,0.2709,0.3392,0.4611,0.5,0.2632,,0.5211,0.4032,,,,,,,,,,0.8057,,0.6176,,0.3865
110583,0.149,,0.6517,,0.628622076,,0.7228,0.5481,0.5877,0.6786,0.5769,0.5758,,0.6489,0.6792,,,,,,,,,,0.899,,0.8304,,0.3907
110592,0.0626,,0.4105,,0.382786378,,0.4925,0.3025,0.3969,0.5308,0.2857,0,,0.3651,0.3803,,,,,,,,,,0.839,,0.5317,,0.3605
110608,0.119,,0.4676,,0.462867633,,0.5746,0.3371,0.4362,0.5234,0.2143,0.1923,,0.4815,0.5108,,,,,,,,,,0.7723,,0.3966,,0.3438
110617,0.0753,,0.4373,,0.433060965,,0.5132,0.3179,0.4376,0.3969,0.2963,0.3556,,0.3913,0.433,,,,,,,,,,0.827,,0.6646,,0.3994
110635,0.7166,,0.9069,,0.90859259,,0.9126,0.7397,0.8473,0.9405,0.7895,0.8889,,0.8872,0.8829,,,,,,,,,,0.9609,,0.7586,,0.2698
110644,0.5348,,0.8321,,0.822721819,,0.8576,0.6803,0.7788,0.8453,0.6957,,,0.7037,0.8557,,,,,,,,,,0.9317,,0.68,,0.4191
110653,0.6821,,0.8649,,0.861579806,,0.8544,0.8125,0.8187,0.892,0.7727,0.8125,,0.6923,0.868,,,,,,,,,,0.9222,,0.6364,,0.4349
110662,0.7181,,0.9098,,0.906512337,,0.9137,0.8089,0.8503,0.9525,0.9091,0.8,,0.8261,0.9017,,,,,,,,,,0.9685,,0.6154,,0.3626
110671,0.4429,,0.6933,,0.678865095,,0.6854,0.7328,0.6623,0.7233,0.6316,0.6667,,0.5,0.6703,,,,,,,,,,0.8966,,0.5,,0.5538
110680,0.5708,,0.8618,,0.859925575,,0.853,0.9615,0.7681,0.892,0.8,1,,0.75,0.877,,,,,,,,,,0.946,,0.8,,0.4124
110699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110705,0.6919,,0.8129,,0.80996393,,0.8355,0.75,0.783,0.8251,0.6957,0.875,,0.6444,0.8049,,,,,,,,,,0.9239,,0.5185,,0.423
110714,0.5505,,0.7734,,0.750695724,,0.7867,0.7327,0.7149,0.7977,0.7143,0.7692,,0.5333,0.7949,,,,,,,,,,0.8895,,0.1429,,0.5458
110778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110875,,0.3276,,0.6379,,0.591383871,,,,,,,,,,,,,,,,,,,,1,,,0.5133
110918,,,0,,0.259248148,,,,0,,,,0,,,,,,,,,,,,0.5,,,,0.4194
111009,,0.5652,,0.7081,,0.66241339,,,,,,,,,,0.75,0.5,1,0.8889,1,,1,,0.6861,,0.6667,,,0.5358
111054,,0.024,,0.728,,0.697058029,,,,,,,,,,,,,,,,,,,,0.8,,,0.5446
111081,0.6433,,0.7018,,0.64591541,,0.6667,0.5833,0.5882,1,0.6667,,1,0.9231,0.5,,,,,,,,,,0.8663,,,,0.598
111188,0.4183,,0.5425,,0.564944805,,0.6154,0,0.4375,0.3077,0,0.5,,0,0.5385,,,,,,,,,,0.8291,,0.3333,,0.5895
111391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111434,,0.068,,0.1586,,0.151579572,,,,,,,,,,0.2118,0.1429,0.1275,0.1905,0,0,0.2,0.1667,0.1429,,0.6412,,0.3787,0.013
111461,,0.137,,0.3593,,0.32105295,,,,,,,,,,0.4169,0.1846,0.3186,0.4023,,0,0.3878,0.375,0,,0.7555,,0.5438,0.0357
111513,,0.8049,,0.9024,,0.811865347,,,,,,,,,,,,,,,,,,,,0.9375,,0.8333,0.5563
111638,,0.18,,0.5,,0.553076106,,,,,,,,,,0.5714,0.4186,0.5122,0.75,,1,,,,,0.4348,,,0.7281
111708,,0.2386,,0.7665,,0.763747253,,,,,,,,,,,,,,,,,,,,0.7436,,0.6571,0.3922
111717,,0.2386,,0.8485,,0.851726468,,,,,,,,,,,,,,,,,,,,0.9029,,,0.4019
111726,,0.6928,,0.8645,,0.89334586,,,,,,,,,,,,,,,,,,,,0.9398,,,0.0728
111744,,0.319,,0.8571,,0.832425654,,,,,,,,,,,,,,,,,,,,0.75,,,0.5409
111762,,0.3061,,0.7959,,0.825158042,,,,,,,,,,,,,,,,,,,,0.8333,,,0.1206
111799,,0.5564,,0.782,,0.765897222,,,,,,,,,,,,,,,,,,,,0.75,,,0.087
111887,,0.0609,,0.1495,,0.194177454,,,,,,,,,,0.2164,0.1097,0.139,0.2336,0,0,0.1154,0,0.1061,,0.6304,,0.5148,0.0388
111896,,0.0755,,0.1934,,0.162574165,,,,,,,,,,0.1795,0.125,0.2182,0.4444,0,,0.2143,0,0,,0.5205,,0.2925,0
111920,,0.0951,,0.2808,,0.265901356,,,,,,,,,,0.378,0.0957,0.2094,0.4162,0,0.0769,0.2857,0.5333,0.2857,,0.7585,,0.5035,0.0162
111939,,0.0493,,0.2053,,0.208221086,,,,,,,,,,0.3134,0.0746,0.1651,0.4412,0,0,0.2333,0.375,0.1765,,0.7224,,0.5918,0
111948,0.5813,,0.7448,,0.752784469,,0.7405,0.625,0.8091,0.7353,0,1,1,0.6364,0.7719,,,,,,,,,,0.9112,,0.8,,0.6461
111966,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,0.7529
112075,0.4724,,0.5583,,0.585925859,,0.6098,0.1429,0.5833,0.5,0,,0.6667,,0.125,,,,,,,,,,0.7855,,,,0.6581
112084,0.3091,,0.4364,,0.422237037,,0.4615,0,0.5,,0,,,,0.4,,,,,,,,,,0.7253,,,,0.8845
112127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112172,,0.1523,,0.3285,,0.315171141,,,,,,,,,,0.3652,0.3125,0.2779,0.4516,,0,0.4286,0.45,0.25,,0.6823,,0.5712,0.0237
112181,,,,,,0.8471,,,,,,,,,,,,,,,,,,,,0.8929,,,0
112190,,0.1008,,0.2663,,0.28834578,,,,,,,,,,0.2452,0.1579,0.191,0.3436,0,0.1111,0.1148,0.313,0.3333,,0.7026,,0.3777,0.0521
112251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112260,0.8,,0.9031,,0.913263946,,0.8794,0.8333,0.7586,0.9722,,,,0.9412,0.9647,,,,,,,,,,0.9614,,,,0.0935
112288,,0.0255,,0.7082,,0.721327467,,,,,,,,,,,,,,,,,,,,0.7934,,,0.6195
112367,,0.4108,,0.5892,,0.569835662,,,,,,,,,,,,,,,,,,,,0.3514,,0.5449,0
112385,,0.061,,0.1646,,0.164461842,,,,,,,,,,0.1579,0.05,0.1667,0.193,,0,0.2222,0.2222,,,0.5621,,0.3164,0.0391
112394,0,,0.2857,,0.299993333,,0.25,0.6667,0,,,,,,,,,,,,,,,,0.863,,0.2759,,0.5887
112446,0.4118,,0.5745,,0.544447778,,0.5909,0.3333,0.5385,0.6,0,,,,1,,,,,,,,,,,,,,0.7938
112455,,0.2581,,0.6129,,0.452378571,,,,,,,,,,,,,,,,,,,,0.9,,,0.6
112525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112561,,0.0747,,0.2282,,0.195511609,,,,,,,,,,0.2393,0,0.2564,0,0.4444,,0.125,,0,,0.5683,,0.3636,0
112570,0.3333,,0.4889,,0.490185294,,0.5833,0.3333,0.375,0,1,,,0.5,0,,,,,,,,,,0.7,,,,0.7229
112686,,0.0275,,0.11,,0.132921299,,,,,,,,,,0.2,0.0476,0.1752,0.3333,,0,0,,,,0.6165,,0.3371,0
112826,,0.0776,,0.1925,,0.214394217,,,,,,,,,,0.1667,0.1327,0.2124,0.3265,,0,0.2222,0.0952,0.375,,0.6313,,0.3474,0.0173
113096,,0.073,,0.2637,,0.253580327,,,,,,,,,,0.2913,0.1136,0.1622,0.3354,0.5,0.2857,0.3333,0.5,0.2836,,0.7309,,0.5253,0.0483
113111,,0.0533,,0.2518,,0.243677117,,,,,,,,,,0.2557,0.0833,0.2099,0.5909,1,,0.2941,0,0,,0.6628,,0.5414,0
113193,,0.0739,,0.2847,,0.308987204,,,,,,,,,,0.3018,0.1667,0.252,0.25,0.3333,0.5,0.2692,0.2308,0,,0.6575,,0.4464,0.0514
113218,,0.0404,,0.2071,,0.190469714,,,,,,,,,,0.2887,0.1429,0.1694,0.1875,0,,0.0435,0,0.4286,,0.7218,,0.4705,0.0114
113236,,0.1001,,0.3597,,0.337230969,,,,,,,,,,0.3169,0.4762,0.281,0.5127,,0.375,0.4737,0.4643,0.2613,,0.7493,,0.5046,0.0216
113333,,0.4493,,0.5924,,0.59672868,,,,,,,,,,0.5873,0.3099,0.4545,0.6736,1,0.25,0.5714,0.704,0.5263,,0.8081,,0.4739,0.0415
113397,,0.3762,,0.5441,,0.568116092,,,,,,,,,,,,,,,,,,,,0.5356,,0.8148,0.6842
113449,,0.3738,,0.729,,0.696194937,,,,,,,,,,,,,,,,,,,,0.7907,,,0.405
113537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1667
113573,,0.0499,,0.2251,,0.223578475,,,,,,,,,,0.1739,0,0.2435,0.2632,0.5,0,0.2857,0.2885,0,,0.7443,,0.5968,0
113582,0.3333,,0.3333,,0.52830566,,0.5,,0,,,,,,0,,,,,,,,,,0.5789,,1,,0.6685
113634,,0.1742,,0.3937,,0.394319818,,,,,,,,,,0.371,0.2,0.2338,0.4691,0,0.2,0.3614,0.5263,0.6667,,0.7891,,0.5103,0.0137
113698,0.5468,,0.618,,0.576240957,,0.662,0.4167,0.5625,0.746,0.5,0.625,0.4118,0.6667,0.5417,,,,,,,,,,0.8164,,,,0.6988
113704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113856,,0.121,,0.2989,,0.287142169,,,,,,,,,,0.3333,0,0.1856,0.4703,0,,0.2,0.6099,0.5797,,0.7343,,0.3903,0.0137
113908,,0.3942,,0.5337,,0.561277419,,,,,,,,,,,,,,,,,,,,0.6263,,0.7619,0.704
113980,,0.1051,,0.2967,,0.298230814,,,,,,,,,,0.3755,0.1351,0.2291,0.4216,0,0.1,0.2564,0.4702,0.25,,0.7599,,0.505,0
114044,,0.791,,0.9254,,0.904363478,,,,,,,,,,,,,,,,,,,,,,,0.7744
114071,,0.4421,,0.5789,,0.640174074,,,,,,,,,,,,,,,,,,,,0.6533,,0.8696,0.7196
114080,,0.3005,,0.4715,,0.59377476,,,,,,,,,,,,,,,,,,,,0.5125,,0.7273,0.7851
114114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114123,,0.21,,0.7915,,0.884496732,,,,,,,,,,0.8663,0.45,0.7512,0.4167,0,0.375,,,,,0.8157,,0.5714,0.4458
114266,,0.0745,,0.236,,0.265978289,,,,,,,,,,0.2,0.1875,0.1455,0.3533,0.5,0,0.375,0.75,0.1176,,0.7196,,0.4681,0.0153
114354,0.5385,,0.6224,,0.620894196,,0.6509,0.4559,0.5738,0.6202,0.1429,0.5,0.3333,0.8333,0.6508,,,,,,,,,,0.9597,,1,,0.5698
114390,0.5,,0.5882,,0.576578378,,0.625,0.5,0.5,0.5,,,,0.5,0.8,,,,,,,,,,0.8947,,,,0.6295
114415,,,,0.5946,,0.594918987,,,,,,,,,,0.6111,0.5,0.5,0.5,,,,1,0.75,,0.8142,,0,0.771
114433,,0.1728,,0.2922,,0.289583125,,,,,,,,,,0.384,0.04,0.2449,0.25,0.125,1,0.2308,0.2,0.2308,,0.5269,,0.3088,0.1681
114460,,0.0641,,0.7949,,0.798780488,,,,,,,,,,,,,,,,,,,,0.78,,0.9167,0.6612
114549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114637,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,0.0101
114716,,0.4617,,0.5569,,0.587979274,,,,,,,,,,0.4908,0.2941,0.3301,0.7105,,0.2222,0.4314,0.7568,0,,0.7275,,0.3733,0.0413
114734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114761,,0.3429,,0.7429,,0.7273,,,,,,,,,,,,,,,,,,,,0.75,,,0
114789,,0.0578,,0.1781,,0.164114523,,,,,,,,,,0.2885,0.0814,0.1516,0.1877,0,0.3333,0.1111,0,0.3333,,0.6703,,0.4295,0.0227
114813,0.4898,,0.6327,,0.580644282,,0.68,0.5,0.6522,0.6667,0.5,,,0.3333,0.4,,,,,,,,,,0.8095,,0,,0.6761
114840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114859,,0.0601,,0.2863,,0.233923105,,,,,,,,,,0.275,0.2051,0.298,0.3239,1,0,0.3684,0.4545,0.2585,,0.7218,,0.5801,0.0259
114938,,0.0704,,0.2573,,0.253530047,,,,,,,,,,0.319,0.1667,0.2405,0.2,0.1429,0.1667,,0,0.3125,,0.7103,,0.3537,0.017
114947,,0.8729,,0.9006,,0.894916193,,,,,,,,,,,,,,,,,,,,,,,0.1995
115001,,0.0247,,0.1814,,0.188941815,,,,,,,,,,0.2157,0,0.112,0.2135,0,0,0.2527,0.1944,0.1875,,0.7165,,0.5443,0.0161
115010,,0.6071,,0.7449,,0.789799151,,,,,,,,,,0.7209,0.6,0.7188,0.8611,,1,,,0.6923,,0.6596,,,0.7213
115083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6695
115126,,0.1085,,0.35,,0.323948376,,,,,,,,,,0.3708,0.4,0.2751,0.3953,0,0.1429,0.3065,0.48,0.5,,0.7143,,0.5198,0.0236
115214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115296,,0.0374,,0.2164,,0.222204479,,,,,,,,,,0.2612,0.1392,0.1678,0.3299,0,0,0.1687,0.2609,0.1818,,0.6768,,0.5122,0.018
115357,,0.1429,,0.8571,,0.736847368,,,,,,,,,,,,,,,,,,,,0.7143,,,0.6731
115393,,0.0737,,0.2553,,0.241343454,,,,,,,,,,0.2963,0.2,0.2542,0.35,0,0,0.1111,,0.2973,,0.7519,,0.32,0
115409,0.8465,,0.901,,0.904545729,,0.9194,0.5,0.8571,0.907,1,,1,0.8,1,,,,,,,,,,0.9677,,,,0.4027
115454,,0.2455,,0.3455,,0.328595238,,,,,,,,,,0.4667,0.2941,0.5625,0.5,0.5,0,,,0.2453,,0.6133,,0.3269,0.7882
115472,,0.2207,,0.3521,,0.339783252,,,,,,,,,,0.6,0.2857,0.4138,0,,,,,0.3412,,0.5524,,0.4722,0.7873
115490,,0.5158,,0.5474,,0.466682051,,,,,,,,,,0.4444,0.375,0.5714,0.7273,,1,,,0.4444,,0.4634,,0.4405,0.7657
115515,,0.3729,,0.4237,,0.357138312,,,,,,,,,,1,0.1538,0.4375,0.55,,,1,,0,,0.5323,,0.4364,0.7248
115533,,0.3176,,0.3529,,0.35144058,,,,,,,,,,0.3333,0.2857,0.4407,0.5385,,,0.5,,0.2364,,0.6937,,0.5556,0.7795
115658,,0.125,,1,,0.771425714,,,,,,,,,,,,,,,,,,,,1,,0.8636,0
115728,0.2752,,0.4954,,0.430668317,,0.75,0.7368,0.4815,0.6,,1,0.5,0.2,0.125,,,,,,,,,,0.7176,,0.5,,0.8333
115746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115755,0.1259,,0.4384,,0.420510557,,0.4739,0.32,0.4183,0.3784,0.1818,0.125,,0.4286,0.4375,,,,,,,,,,0.7411,,0.2083,,0.5625
115773,0.6129,,0.6761,,0.750021,,0.5333,0.7647,0.8261,0.625,1,0,1,,0,,,,,,,,,,0.7742,,0.7143,,0.769
115861,,0.0536,,0.249,,0.206722153,,,,,,,,,,0.4,0.3333,0.2528,,,,0,0,0.1864,,0.6584,,0.5975,0
115931,,0.5336,,0.5429,,0.610484258,,,,,,,,,,,,,,,,,,,,0.8562,,,0.4866
116226,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,0.4068
116350,,0.303,,0.6768,,0.648416438,,,,,,,,,,,,,,,,,,,,0.8209,,,0.6111
116439,,0.1709,,0.3933,,0.385058637,,,,,,,,,,0.3994,0.15,0.2585,0.5198,0,0,0.4746,0.4537,0.4375,,0.7917,,0.5432,0.014
116466,0,,0.3113,,0.290322258,,0.35,0.0625,0.3448,0.4783,0,,,,0.0833,,,,,,,,,,,,,,0.5434
116475,0.3333,,0.4037,,0.395475909,,0.5,0.5,0.3636,0.6667,,,,,0.4286,,,,,,,,,,,,,,0.8052
116484,,,0.5366,,0.459812946,,0.5333,0.6667,0.4868,0.7273,,,,,1,,,,,,,,,,,,,,0.7959
116563,,0.0485,,0.7379,,0.721331694,,,,,,,,,,0.75,0.625,0.7692,0,,1,0.8,,0.7143,,0.8125,,,0.5812
116712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9319
116846,0.2727,,0.5455,,0.744197674,,0.4286,,0,,,,1,,1,,,,,,,,,,0.8571,,,,0.3241
117052,,0.0997,,0.2456,,0.233290832,,,,,,,,,,0.3326,0.0806,0.2031,0.3514,0,0,0.25,,0.4211,,0.664,,0.4401,0.0153
117104,0.1522,,0.4706,,0.489584375,,0.4857,,0.5,,0,,0.5,,0,,,,,,,,,,0.5111,,1,,0.5927
117113,0.4696,,0.491,,0.453952886,,0.4912,0.4444,0.5114,0.5405,0.5,,,,0.4535,,,,,,,,,,0.5547,,0.1875,,0.6426
117140,0.4074,,0.5859,,0.589552298,,0.5862,0.375,0.6667,0.5714,0.6667,,,0.3333,0.5362,,,,,,,,,,0.8625,,1,,0.6662
117168,0.2586,,0.4483,,0.511368182,,0.45,,0.2222,0.48,,,,0.5,1,,,,,,,,,,0.7612,,1,,0.6498
117195,,0.1847,,0.3121,,0.320676207,,,,,,,,,,0.3263,0,0.2667,0.3333,1,,0.25,0.5,1,,0.6,,0.28,0
117238,,0.3111,,0.6667,,0.65937033,,,,,,,,,,,,,,,,,,,,0.8889,,,0.697
117247,,0.0867,,0.2367,,0.221682234,,,,,,,,,,0.2,0.1573,0.2,0.2796,,0,0.4737,0.2222,0.6,,0.562,,0.3197,0.0191
117274,,0.0784,,0.1569,,0.159649699,,,,,,,,,,0.1667,0.1429,0.1667,0.25,0.1111,0,0.5,0,0,,0.485,,0.1066,0.0386
117520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117557,0.3333,,0.5556,,0.714314286,,1,0.5,,,,,,0.4,,,,,,,,,,,0.75,,,,0.7586
117575,,,1,,0.222211111,,1,,,,,,,,,,,,,,,,,,0.5,,0,,0.9855
117627,0.2398,,0.4967,,0.494237891,,0.4375,0.2917,0.4938,0.6102,1,0.5556,0.5385,0.52,0,,,,,,,,,,0.7688,,0.2857,,0.695
117636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6754
117645,,0.0974,,0.2352,,0.205976655,,,,,,,,,,0.2831,0.1166,0.2193,0.3279,1,0.05,0.2209,0.4063,0.25,,0.7312,,0.5011,0.0408
117672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0421
117690,,0.0636,,0.2216,,0.206773256,,,,,,,,,,0.3,0.1233,0.2085,0.3519,,0,0.2059,0.1667,0.6,,0.7417,,0.5304,0.0126
117706,,0.081,,0.2789,,0.274270838,,,,,,,,,,0.3105,0.2745,0.2159,0.3704,0,0,0.3448,0.4444,0.2632,,0.7482,,0.5345,0.0521
117715,,0.0272,,0.1497,,0.118998228,,,,,,,,,,0,0.1236,0.2326,,,0.5,0,0,0,,0.5761,,0.3554,0.0315
117724,,0.1339,,0.2134,,0.198740379,,,,,,,,,,0.3182,0.1583,0.2479,0.2857,1,,0.1111,0.1429,0.1463,,0.6007,,0.3593,0.049
117733,,0.0599,,0.2112,,0.194187659,,,,,,,,,,0.2792,0.1176,0.1694,0.2,,0,0.3333,0.2222,0.1724,,0.7331,,0.4784,0.0372
117751,0.5344,,0.6243,,0.578247727,,0.6284,1,0.4,0.7273,0.5,,,0.7,,,,,,,,,,,0.8617,,,,0.5171
117788,,0.0462,,0.1691,,0.154734146,,,,,,,,,,0.2222,0.0781,0.1128,0.1981,0,,0.0667,0.2941,0.2069,,0.6279,,0.3794,0.0505
117803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3622
117867,,0.0274,,0.1598,,0.135577667,,,,,,,,,,0.2162,0,0.1399,0.2692,,,0,0.3125,0.2727,,0.7085,,0.5274,0.0308
117894,,0.0871,,0.3144,,0.307012156,,,,,,,,,,0.3593,0.1429,0.3351,0.4103,0,0.2,0.2273,0.3636,0.2,,0.767,,0.5346,0.0077
117928,0.213,,0.3678,,0.36387062,,0.2857,0.1667,0.68,1,0,,,0,0.3206,,,,,,,,,,0.4955,,0.3864,,0.8221
